"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"plan z diet","1900","$2.61","Low","3","$31.0","27","en","us"
"platinum auto sales","2400","$3.34","Low","3","$45.0","26","en","us"
"plus size african clothing","1300","$0.60","High","4","$4.9","31","en","us"
"plus size holiday dresses","5400","$1.90","High","4","$64.1","42","en","us"
"plus size tie dye dress","1900","$0.94","High","5","$11.2","35","en","us"
"plus size wedding gowns","3600","$0.94","High","4","$21.1","44","en","us"
"ppcb stock","1000","$0.97","Low","2","$6.0","39","en","us"
"property damage attorney","1300","$34.43","High","3","$24.4","26","en","us"
"pullover jacket","2900","$1.76","High","2","$31.9","44","en","us"
"puma sweatpants","6600","$0.94","High","2","$38.8","41","en","us"
"rallye motors","1600","$4.00","Low","2","$30.0","33","en","us"
"rng stock","9900","-","Low","2","-","48","en","us"
"rodney d young","3600","$12.83","Medium","3","$67.5","35","en","us"
"s&p 500 yahoo finance","1900","$4.58","Low","4","$35.6","67","en","us"
"sale my car","2400","$8.86","High","3","$45.0","46","en","us"
"sauder desk","6600","$1.59","High","2","$65.6","45","en","us"
"serious mass protein","1600","$1.09","High","3","$10.9","45","en","us"
"shari's berries coupon code","4400","$2.19","High","5","$60.2","41","en","us"
"shop disney promo code","3600","$2.95","Medium","4","$66.4","37","en","us"
"singles events","2400","$2.54","Medium","2","$38.1","39","en","us"
"slim jeans","3600","$2.22","High","2","$49.9","38","en","us"
"small kitchen remodel","8100","$3.22","High","3","$151.8","47","en","us"
"solar panel shingles","1900","$2.92","High","3","$34.7","45","en","us"
"sports leggings","1900","$2.63","High","2","$31.2","42","en","us"
"summer fashion","2900","$0.84","High","2","$15.2","59","en","us"
"tax attorney near me","8100","$46.77","High","4","$151.8","44","en","us"
"tgi fridays coupons","6600","$1.26","Low","3","$52.0","40","en","us"
"toddler girl dresses","9900","$0.99","High","3","$61.2","47","en","us"
"top law firms","2900","$4.00","Low","3","$54.4","55","en","us"
"toyota mr2 for sale","8100","$0.95","High","4","$48.1","39","en","us"
"urban outfitters discount","1300","$1.07","High","3","$8.7","48","en","us"
"used kia","5400","$3.53","Medium","2","$101.2","40","en","us"
"used miata","2400","$1.05","Medium","2","$15.7","38","en","us"
"used suv for sale by owner near me","4400","$2.11","High","8","$58.0","40","en","us"
"used suv for sale near me","9900","$3.07","High","6","$185.6","43","en","us"
"vaporwave clothing","3600","$0.81","High","2","$18.2","30","en","us"
"vegetarian weight loss meal plan","1300","$4.83","High","5","$24.4","40","en","us"
"vistaprint discount code","3600","$1.73","High","3","$38.9","43","en","us"
"vvus stock","3600","-","Low","2","-","49","en","us"
"vw bug for sale","6600","$4.00","High","4","$123.7","43","en","us"
"wedding stores near me","4400","$1.47","Low","4","$40.4","29","en","us"
"white jacket","9900","$1.23","High","2","$76.1","41","en","us"
"workout shirts","9900","$1.82","High","2","$112.6","42","en","us"
"yellow sundress","8100","$0.87","High","2","$44.0","45","en","us"
"yeti coupons","4400","$5.44","High","2","$82.5","39","en","us"
