"Icon";"Tag";"Niche";"Phrase";"Languages";"Countries";"Words";"Monthly Searches";"Top Results";"Visitors 1-3";"Top 1-3";"Visitors 4-7";"Top 4-7";"Visitors 8-10";"Top 8-10";"Title KW";"Domain KW";"URL KW";"MR Avg";"MR Max";"PA Avg";"PA Max";"DA Avg";"DA Max";"JL Avg";"JL Max";"RL Avg";"RL Max";"Domains";"CPC";"Competition";"Adsense Val";"Ads Top (BETA)";"Ads bottom (BETA)";"Images";"News";"Local/Maps";"Shopping";"Videos";"Exact Match Domain";"Amazon";"eBay";"YouTube";"Data Source";"Last changed";"MS flag [internal]"
"";"";"6";"crape myrtle trees for sale";"en";"US";"5";"880";"24";"14";"33";"3";"21";"1";"20";"4";"0";"0";"3.6";"4.4";"36";"44";"52";"91";"46";"216";"22";"90";"com net";"1";"100";"4";"0";"0";"";"";"1";"1";"";"";"";"";"";"";"2020-01-15 12:59";"0"
"";"";"6";"cocktail gown";"en";"US";"2";"880";"25";"14";"24";"3";"24";"1";"28";"0";"0";"0";"4.5";"5.4";"45";"54";"79";"89";"127";"997";"50";"180";"c-o-m net";"1.65";"100";"6";"1";"1";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 16:47";"0"
"";"";"6";"black sequin cocktail dress";"en";"US";"4";"880";"25";"14";"16";"3";"37";"1";"13";"1";"0";"1";"4.1";"5.3";"41";"53";"77";"96";"129";"997";"24";"180";"com net";"1.39";"100";"5";"0";"0";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:15";"0"
"";"";"6";"plus size white skater dress";"en";"US";"5";"590";"17";"9";"24";"2";"13";"1";"12";"0";"0";"0";"3.7";"5.4";"37";"54";"70";"96";"16";"121";"15";"102";"com net";"1.07";"100";"3";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:34";"0"
"";"";"6";"free hookup websites no credit card";"en";"US";"6";"260";"7";"4";"8";"1";"9";"1";"4";"0";"0";"0";"2.6";"4.1";"26";"41";"25";"62";"5220";"50792";"169";"1003";"com net";"1.93";"100";"2";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:05";"0"
"";"";"6";"plum plus size dress";"en";"US";"4";"880";"25";"14";"17";"3";"20";"1";"48";"2";"0";"2";"3.9";"5.1";"39";"51";"74";"96";"12";"104";"13";"106";"com net";"1.01";"100";"4";"1";"3";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:40";"0"
"";"";"6";"home office set";"en";"US";"3";"880";"25";"14";"21";"3";"33";"1";"19";"0";"0";"3";"4.5";"5.5";"45";"55";"71";"96";"2361";"21030";"46";"114";"com net";"2.78";"100";"10";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:59";"0"
"";"";"6";"& other stories sale";"en";"US";"4";"1000";"29";"15";"35";"4";"25";"1";"27";"10";"0";"1";"3.7";"4.5";"37";"45";"73";"86";"13";"107";"8";"56";"com net";"0.01";"50";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:04";"0"
"";"";"6";"plus size wedding dress designers";"en";"US";"5";"720";"21";"11";"22";"3";"22";"1";"18";"1";"0";"1";"4.1";"4.9";"41";"49";"65";"91";"3006";"12164";"54";"229";"c-o-m net";"1.58";"100";"5";"1";"1";"1";"";"";"1";"";"";"";"";"";"";"2020-01-14 17:16";"0"
"";"";"6";"big and tall womens clothing";"en";"US";"5";"590";"17";"9";"16";"2";"18";"1";"16";"0";"0";"0";"3.9";"4.9";"39";"49";"56";"85";"2089";"18945";"96";"549";"com net";"1.63";"100";"4";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 17:13";"0"
"";"";"6";"halter bridal gowns";"en";"US";"3";"880";"25";"14";"25";"3";"25";"1";"27";"3";"0";"0";"4.1";"5.5";"41";"55";"70";"96";"5";"38";"3";"10";"com net";"1.24";"100";"4";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:57";"0"
"";"";"6";"macys plus size clothing";"en";"US";"4";"880";"25";"14";"36";"3";"21";"1";"21";"0";"0";"10";"4.5";"5.4";"45";"54";"89";"89";"28";"252";"25";"148";"com net";"1.43";"100";"5";"1";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-14 17:40";"0"
"";"";"6";"plus size party dresses cheap";"en";"US";"5";"880";"26";"14";"35";"3";"20";"1";"25";"2";"0";"0";"4.3";"5.2";"43";"52";"62";"96";"631";"6264";"33";"88";"com net";"1";"100";"4";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-14 17:14";"0"
"";"";"6";"subaru brz automatic";"en";"US";"3";"1000";"29";"15";"29";"4";"33";"1";"23";"1";"0";"1";"4.6";"5.5";"46";"55";"78";"93";"4298";"38172";"107";"649";"com net";"2.13";"50";"9";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 13:02";"0"
"";"";"6";"big lots office chairs";"en";"US";"4";"880";"26";"14";"28";"3";"12";"1";"43";"2";"0";"2";"4";"6.2";"40";"62";"68";"96";"2";"15";"14";"65";"com net";"2.44";"100";"9";"1";"0";"";"";"";"1";"";"";"1";"";"";"";"2020-01-15 13:06";"0"
"";"";"6";"red oak trees for sale";"en";"US";"5";"480";"14";"8";"10";"2";"20";"1";"10";"3";"0";"1";"3";"3.9";"30";"39";"49";"83";"8";"35";"6";"17";"com net";"0.75";"100";"1";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 13:05";"0"
"";"";"6";"top digital marketing agencies";"en";"US";"4";"1000";"30";"15";"60";"4";"20";"1";"12";"6";"0";"3";"3.5";"4.8";"35";"48";"43";"61";"54";"133";"47";"132";"c-o-m net";"27.36";"54";"100";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2019-12-26 21:13";"0"
"";"";"6";"mesh desk chair";"en";"US";"3";"880";"26";"14";"41";"3";"20";"1";"15";"0";"0";"1";"4.4";"5.9";"44";"59";"82";"96";"7";"36";"6";"19";"com net";"1.98";"100";"7";"2";"1";"1";"";"1";"1";"";"";"1";"";"";"";"2020-01-15 12:58";"0"
"";"";"6";"how to lose 50 pounds in 4 months";"en";"US";"8";"1000";"30";"15";"50";"4";"19";"1";"21";"1";"0";"0";"4.3";"5.4";"43";"54";"82";"95";"89";"608";"21";"96";"com net";"3.14";"0";"13";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:59";"0"
"";"";"6";"plus size mother of the bride outfits";"en";"US";"7";"720";"22";"11";"16";"3";"27";"1";"19";"0";"0";"0";"4.2";"5.5";"43";"55";"69";"96";"13";"65";"17";"63";"com net";"0.86";"100";"2";"4";"3";"";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:21";"0"
"";"";"6";"tenant improvement contractors";"en";"US";"3";"260";"8";"4";"9";"1";"9";"1";"5";"4";"0";"4";"2.2";"3.2";"22";"32";"24";"52";"7";"51";"1";"8";"c-o-m net";"6.01";"50";"6";"0";"0";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:59";"0"
"";"";"5";"garden tool sharpener";"en";"US";"3";"720";"22";"11";"28";"3";"17";"1";"22";"1";"0";"6";"3.9";"5.1";"39";"51";"73";"96";"17";"133";"13";"96";"com net";"0.61";"100";"2";"0";"0";"";"";"";"1";"";"";"1";"";"";"";"2020-01-15 12:57";"0"
"";"";"5";"best free christian dating sites";"en";"US";"5";"880";"27";"14";"33";"3";"24";"1";"25";"2";"0";"1";"4.3";"4.9";"43";"49";"57";"86";"76404";"382785";"391";"1573";"com net";"1.97";"100";"7";"2";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:56";"0"
"";"";"5";"garden wheelbarrow";"en";"US";"2";"880";"27";"14";"35";"3";"23";"1";"24";"1";"0";"6";"4.3";"5.2";"43";"52";"72";"96";"187";"1575";"24";"66";"c-o-m net";"0.75";"100";"3";"0";"0";"1";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:56";"0"
"";"";"5";"child support lawyers for fathers";"en";"US";"5";"590";"18";"9";"11";"2";"16";"1";"28";"1";"0";"0";"3.6";"5.4";"37";"54";"53";"95";"18";"69";"14";"46";"c-o-m net";"8.64";"100";"20";"4";"3";"";"";"1";"";"";"";"";"";"";"";"2020-01-15 12:57";"0"
"";"";"5";"how to lose 50 pounds in 6 months";"en";"US";"8";"720";"22";"11";"23";"3";"23";"1";"20";"0";"0";"0";"4.3";"5";"43";"50";"83";"95";"18";"90";"12";"35";"com net";"2.48";"0";"7";"0";"0";"";"";"";"";"";"";"";"";"";"";"2020-01-15 12:59";"0"
"";"";"5";"shredding meal plan";"en";"US";"3";"720";"22";"11";"22";"3";"22";"1";"23";"0";"0";"1";"4.3";"5.1";"43";"51";"69";"88";"171";"843";"99";"351";"com net";"2.42";"100";"7";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:01";"0"
"";"";"5";"camping solar charger";"en";"US";"3";"1000";"31";"15";"64";"4";"16";"1";"18";"1";"0";"3";"3.9";"5.3";"39";"53";"56";"96";"119";"728";"59";"307";"net";"0.8";"100";"3";"0";"0";"";"";"";"";"";"";"1";"";"";"";"2020-01-15 12:59";"0"
"";"";"5";"plus size empire waist wedding dress";"en";"US";"6";"720";"22";"11";"24";"3";"26";"1";"12";"2";"0";"2";"4.1";"5.1";"41";"51";"59";"96";"352";"3043";"19";"47";"com net";"1.09";"100";"3";"0";"1";"1";"";"";"1";"";"";"1";"";"";"";"2020-01-14 17:40";"0"
"";"";"5";"how to lose weight from hips";"en";"US";"6";"880";"27";"14";"36";"3";"29";"1";"16";"0";"0";"0";"4.6";"5.6";"46";"56";"85";"93";"201";"983";"29";"109";"com net";"8.33";"0";"29";"4";"0";"1";"";"";"";"";"";"";"";"";"";"2020-01-15 13:00";"0"
"";"";"5";"plus size bridal dresses";"en";"US";"4";"1000";"31";"15";"39";"4";"27";"1";"27";"5";"0";"4";"4.2";"4.9";"42";"49";"51";"68";"2003";"12164";"71";"229";"c-o-m n-e-t";"1.71";"100";"7";"2";"1";"1";"";"1";"";"";"";"";"";"";"";"2020-01-14 17:15";"0"
