"Keyword","Avg. Search Volume","Location","CPC","PPC","Keyword Difficulty","Search Volume 3/2015","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019"
"gown",58600,"United States",1.43,100,41,"","","","","","",33100,33100,33100,33100,49500,49500,49500,49500,49500,33100,33100,33100,40500,40500,49500,40500,60500,49500,60500,49500,49500,40500,33100,40500,40500,49500,49500,40500,60500,49500,60500,60500,49500,40500,40500,40500,40500,49500,49500,49500,60500,60500,60500,60500,60500,49500,49500,60500,60500,60500,60500,60500
"enphase stock",18000,"United States",2.91,0,,"","","","","","",,,,,,,,,,,,,,,,,,,,,,,1900,2400,3600,2400,6600,2900,2400,4400,6600,4400,5400,9900,9900,8100,6600,6600,8100,4400,5400,6600,8100,6600,12100,12100,22200,33100,33100,33100,22200,22200
"all inclusive",26800,"United States",2.42,49,47,"","","","","","",14800,14800,14800,14800,27100,22200,27100,22200,22200,22200,27100,33100,18100,22200,22200,27100,40500,27100,33100,27100,27100,22200,27100,22200,18100,18100,18100,18100,33100,33100,33100,22200,22200,22200,27100,27100,22200,27100,22200,22200,40500,33100,33100,27100,27100,27100,22200,22200,18100,22200,22200,27100
"chrysler dealership",65400,"United States",11.24,40,,"","","","","","40500",33100,33100,33100,33100,33100,40500,40500,49500,60500,60500,60500,60500,60500,49500,49500,60500,60500,60500,60500,60500,74000,74000,74000,60500,60500,60500,60500,60500,60500,49500,74000,60500,60500,60500,74000,74000,60500,74000,60500,60500,60500,60500,74000,60500,74000,74000,74000,74000,74000,60500,49500,49500
"borrow money",12600,"United States",5.4,85,33,"","","","","","",6600,6600,8100,6600,8100,6600,6600,8100,8100,8100,8100,9900,8100,9900,8100,8100,8100,6600,8100,8100,9900,9900,9900,9900,9900,9900,9900,9900,12100,9900,9900,9900,12100,14800,18100,14800,14800,18100,14800,14800,12100,9900,9900,12100,12100,12100,14800,14800,12100,14800,12100,14800
"empire waist dress",19100,"United States",1.28,100,35,"","","","","","",,,,,,,18100,18100,18100,14800,14800,14800,18100,12100,9900,9900,14800,14800,18100,18100,18100,14800,14800,14800,12100,12100,9900,9900,14800,14800,18100,18100,22200,18100,14800,14800,14800,12100,9900,22200,22200,14800,18100,22200,18100,18100,22200,27100,22200,14800,14800,14800
"upgrade loans",14200,"United States",2.45,49,38,"","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100,12100,14800,12100,9900,9900,9900,9900,12100,14800,14800,18100,14800,12100,18100,18100,18100
"best way to lose belly fat",23000,"United States",2.59,43,54,"","","","","","",14800,18100,8100,4400,9900,22200,22200,8100,8100,18100,27100,14800,5400,5400,14800,14800,14800,6600,12100,33100,27100,9900,8100,14800,18100,18100,9900,8100,14800,27100,27100,12100,22200,18100,22200,22200,14800,18100,14800,14800,27100,22200,27100,27100,27100,27100,27100,22200,18100,18100,14800,18100
"kale nutrition",12900,"United States",1.01,0,53,"","","","12100","14800","12100",9900,9900,9900,8100,14800,14800,12100,14800,12100,12100,12100,12100,12100,12100,9900,9900,18100,14800,18100,14800,14800,18100,18100,18100,14800,14800,14800,14800,22200,18100,22200,22200,18100,18100,18100,18100,12100,12100,12100,12100,18100,14800,14800,14800,12100,12100,12100,12100,12100,12100,9900,9900
"dsw coupon",250000,"United States",0.45,100,42,"","","","","","201000",201000,246000,246000,246000,201000,165000,201000,246000,246000,201000,201000,201000,246000,301000,246000,301000,165000,165000,246000,246000,246000,201000,201000,246000,246000,246000,246000,301000,201000,165000,246000,246000,301000,246000,201000,246000,246000,301000,301000,301000,201000,165000,246000,246000,246000,246000,201000,301000,246000,301000,301000,301000
"turtleneck sweater",37100,"United States",1.45,100,34,"","","","","","",9900,22200,27100,27100,22200,12100,6600,4400,4400,2900,5400,9900,14800,27100,27100,33100,22200,12100,8100,4400,4400,3600,6600,12100,18100,27100,40500,49500,33100,18100,12100,6600,5400,5400,8100,14800,33100,60500,90500,74000,49500,40500,22200,12100,8100,8100,12100,18100,33100,60500,90500,90500
"mens big and tall",11200,"United States",3.88,100,47,"","","","","","5400",5400,6600,9900,9900,5400,5400,5400,5400,5400,6600,4400,5400,5400,9900,14800,12100,5400,5400,5400,4400,2400,2400,3600,5400,4400,5400,8100,12100,5400,5400,5400,9900,9900,9900,8100,8100,9900,12100,18100,22200,9900,8100,9900,9900,9900,9900,8100,9900,9900,12100,14800,22200
"wells fargo stock price",19800,"United States",2.61,1,,"","","","","","",,12100,9900,9900,12100,14800,12100,12100,12100,18100,18100,18100,60500,40500,40500,27100,22200,22200,22200,18100,18100,18100,18100,22200,22200,22200,22200,27100,27100,40500,27100,33100,27100,22200,22200,27100,18100,22200,18100,22200,22200,22200,18100,18100,18100,18100,18100,22200,18100,22200,22200,18100
"used corvettes for sale",14600,"United States",1.49,93,,"","","","","","",,9900,9900,9900,9900,8100,9900,12100,9900,12100,9900,9900,9900,9900,9900,8100,9900,12100,9900,9900,9900,9900,9900,9900,9900,9900,8100,8100,9900,9900,9900,9900,12100,12100,12100,12100,9900,9900,8100,9900,9900,9900,12100,12100,18100,18100,18100,18100,14800,14800,14800,14800
"mens yoga pants",13700,"United States",2.76,100,44,"","","","","","5400",6600,6600,8100,9900,9900,8100,8100,8100,6600,6600,5400,6600,12100,14800,14800,18100,18100,14800,14800,14800,12100,12100,12100,12100,12100,12100,14800,18100,18100,14800,14800,12100,9900,9900,9900,9900,12100,12100,14800,14800,14800,12100,14800,12100,12100,12100,12100,12100,12100,14800,18100,18100
"oriental trading promo code",15500,"United States",0.48,23,42,"","","","","","",,,,,,14800,18100,18100,18100,14800,14800,14800,18100,22200,18100,9900,14800,14800,22200,22200,22200,18100,18100,18100,18100,22200,14800,9900,18100,14800,22200,22200,22200,18100,18100,14800,18100,18100,12100,8100,14800,9900,12100,18100,18100,18100,14800,12100,18100,27100,14800,8100
"great wolf lodge coupons",11800,"United States",2.58,41,31,"","","","","","",,,,,,22200,12100,8100,8100,22200,18100,8100,5400,8100,8100,8100,12100,12100,18100,9900,9900,14800,14800,9900,9900,12100,12100,9900,18100,14800,18100,9900,9900,12100,14800,12100,6600,6600,8100,8100,14800,14800,18100,9900,9900,12100,12100,12100,8100,9900,9900,9900
"prom dress shops near me",20200,"United States",0.88,99,,"","","","","","",1900,1900,2400,1900,14800,18100,27100,27100,12100,1600,1600,1600,3600,2900,3600,4400,22200,33100,60500,40500,8100,2400,2400,2400,3600,3600,2900,5400,33100,40500,74000,74000,18100,2900,1900,2900,6600,5400,4400,5400,40500,49500,74000,40500,9900,2400,2400,3600,6600,4400,3600,5400
"exxon stock",66300,"United States",3.44,0,41,"","","","","","",,,,,,,,74000,60500,60500,60500,60500,49500,40500,60500,110000,90500,74000,74000,60500,60500,60500,49500,60500,60500,49500,49500,49500,74000,110000,74000,74000,90500,60500,60500,60500,60500,74000,60500,74000,74000,74000,74000,74000,60500,60500,49500,74000,74000,60500,60500,60500
"dealer daily lexus",12500,"United States",9.41,1,,"","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,5400,8100,9900,8100,9900,6600,6600,8100,9900,9900,12100,14800,22200,18100,14800,14800,12100
"women seeking men",12000,"United States",1.1,48,18,"","","","","","",22200,27100,27100,33100,33100,33100,40500,33100,33100,33100,33100,40500,33100,40500,33100,40500,49500,49500,60500,60500,60500,60500,49500,33100,40500,60500,74000,74000,74000,60500,74000,110000,60500,27100,27100,22200,18100,18100,14800,14800,14800,12100,14800,12100,14800,12100,12100,12100,9900,9900,9900,9900
"snowboard pants",16600,"United States",1.69,100,38,"","","","","","",,,60500,90500,165000,74000,22200,5400,3600,3600,5400,9900,8100,14800,33100,60500,60500,27100,12100,2900,1600,1600,2400,4400,8100,14800,33100,49500,40500,27100,12100,2900,1300,1300,2400,4400,6600,12100,33100,49500,49500,27100,14800,2900,1900,1600,2400,4400,6600,12100,27100,49500
"car insurance quotes",165000,"United States",115.17,98,66,"","","","","","",90500,110000,135000,135000,135000,90500,110000,165000,165000,135000,110000,110000,165000,165000,135000,74000,135000,201000,201000,135000,90500,110000,165000,201000,165000,110000,110000,135000,201000,135000,135000,201000,201000,110000,110000,201000,201000,165000,110000,90500,135000,90500,165000,201000,201000,135000,165000,201000,201000,165000,165000,165000
"buy domain name",18200,"United States",20.03,84,48,"","","","","","",8100,8100,6600,6600,9900,9900,9900,8100,8100,8100,8100,9900,14800,18100,14800,14800,22200,22200,22200,22200,22200,22200,22200,18100,18100,18100,18100,27100,49500,33100,40500,22200,22200,14800,18100,18100,18100,18100,18100,18100,22200,22200,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800
"spirit halloween coupon",60400,"United States",0.32,11,39,"","","","","","",,,,,,,,,,,1600,5400,60500,368000,4400,1000,880,720,590,480,590,480,1300,6600,74000,450000,6600,1000,720,720,720,720,880,720,3600,9900,110000,450000,5400,1000,880,1000,720,720,720,720,2900,22200,135000,550000,9900,1000
"home depot coupon code",28100,"United States",0.58,81,44,"","","","","","",,,27100,22200,27100,22200,27100,40500,27100,27100,27100,27100,27100,27100,33100,33100,18100,18100,22200,22200,18100,18100,18100,14800,14800,14800,27100,22200,12100,12100,14800,18100,18100,18100,14800,14800,14800,14800,22200,18100,12100,14800,22200,27100,33100,33100,33100,27100,27100,27100,40500,40500
"lulu stock",62200,"United States",1.68,0,,"","","","","","",,,,,,8100,12100,9900,6600,14800,8100,9900,22200,12100,9900,33100,9900,8100,60500,40500,22200,40500,14800,22200,18100,12100,9900,27100,12100,12100,18100,14800,27100,40500,18100,74000,40500,33100,27100,60500,40500,27100,90500,49500,40500,90500,33100,40500,110000,40500,49500,135000
"gm dealership",12500,"United States",4.05,11,34,"","","","","","",,,,,,,,,,,,,,,,,,,,,18100,22200,18100,18100,18100,14800,14800,18100,18100,14800,14800,18100,18100,18100,14800,14800,12100,14800,12100,9900,12100,12100,14800,12100,12100,12100,14800,14800,12100,12100,12100,9900
"sweatpants women",52100,"United States",1.72,100,35,"","","","","","",1600,2400,2400,1900,1900,1600,1300,1000,1300,1300,1300,1900,27100,33100,40500,60500,33100,22200,22200,14800,12100,9900,14800,22200,27100,40500,60500,60500,49500,33100,33100,27100,14800,14800,18100,27100,40500,60500,74000,74000,49500,40500,40500,27100,22200,18100,27100,40500,49500,90500,110000,110000
"amc stock",32500,"United States",1.72,0,,"","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,18100,22200,40500,22200,27100,27100,22200,27100,27100,22200,27100,49500,33100,22200,27100,14800,18100,18100,22200,27100,27100,33100,49500,40500,22200,33100,49500,49500
"gaucho pants",29600,"United States",1.11,100,36,"","","","","","18100",18100,14800,14800,12100,18100,18100,22200,27100,22200,27100,22200,18100,18100,18100,14800,12100,14800,14800,22200,27100,27100,22200,22200,18100,18100,18100,18100,18100,22200,22200,22200,27100,27100,22200,22200,22200,22200,18100,18100,18100,27100,22200,33100,27100,33100,27100,33100,33100,33100,33100,27100,27100
"pinafore",16600,"United States",0.97,100,57,"","","","","","",,,8100,8100,9900,9900,9900,9900,9900,9900,9900,12100,12100,12100,9900,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100,12100,12100,9900,12100,12100,12100,14800,12100,9900,12100,12100,14800,14800,12100,12100,14800,14800,14800,12100,12100,14800,18100,18100,22200,22200,18100,18100
"1950s dresses",13300,"United States",0.71,100,32,"","","","","","6600",9900,12100,8100,6600,9900,9900,9900,9900,8100,6600,6600,6600,12100,14800,9900,9900,12100,12100,12100,14800,12100,9900,9900,9900,12100,12100,9900,8100,12100,9900,9900,12100,9900,8100,8100,9900,14800,18100,12100,9900,12100,12100,12100,12100,12100,9900,12100,14800,18100,18100,14800,12100
"home loan rates",12900,"United States",11.38,88,57,"","","","","","",6600,6600,5400,6600,8100,8100,8100,8100,6600,8100,9900,8100,8100,8100,9900,9900,12100,9900,12100,9900,9900,8100,8100,8100,8100,8100,6600,6600,12100,14800,12100,12100,9900,9900,9900,8100,8100,9900,8100,9900,12100,9900,12100,12100,12100,14800,14800,18100,14800,14800,9900,9900
"kids snow pants",14500,"United States",1.29,100,34,"","","","","","720",1000,1900,6600,6600,18100,5400,1300,390,210,210,320,590,1900,3600,8100,18100,22200,8100,3600,880,390,320,590,880,1600,3600,8100,27100,18100,8100,5400,1000,390,320,480,1000,2400,6600,22200,22200,33100,27100,9900,1600,1000,590,1000,2400,4400,12100,40500,40500
"buy here pay here near me",96300,"United States",4.87,60,7,"","","","","","",12100,12100,27100,27100,27100,18100,14800,18100,22200,27100,27100,49500,40500,27100,22200,40500,60500,60500,27100,22200,27100,27100,33100,60500,33100,40500,49500,33100,90500,135000,90500,49500,60500,90500,90500,74000,90500,90500,74000,60500,74000,110000,135000,90500,90500,90500,90500,110000,110000,90500,90500,74000
"maternity jeans",25900,"United States",1.86,100,43,"","","","","","12100",14800,14800,14800,12100,18100,14800,14800,14800,12100,8100,12100,18100,22200,22200,18100,14800,18100,18100,18100,18100,14800,12100,14800,22200,27100,27100,22200,22200,27100,22200,27100,22200,18100,14800,18100,27100,27100,27100,27100,27100,27100,27100,27100,22200,18100,18100,18100,27100,33100,33100,33100,27100
"weight loss tips",18000,"United States",3.47,26,46,"","","","","","",12100,9900,9900,12100,18100,14800,18100,14800,14800,14800,14800,14800,22200,22200,22200,18100,33100,27100,27100,27100,22200,22200,22200,22200,18100,14800,18100,14800,27100,18100,22200,22200,22200,22200,22200,18100,18100,18100,14800,14800,22200,18100,22200,18100,18100,18100,22200,18100,14800,14800,14800,14800
"2014 honda accord",33500,"United States",2.29,20,48,"","","","","","18100",14800,14800,12100,14800,18100,14800,18100,18100,18100,18100,18100,18100,22200,27100,22200,22200,27100,27100,27100,27100,27100,27100,27100,33100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,22200,22200,27100,27100,33100,27100,27100,33100,40500,40500,40500,40500,33100,33100
"cute bathing suits",26300,"United States",1.26,100,46,"","","","","","",4400,2900,4400,6600,22200,27100,40500,33100,40500,40500,33100,12100,6600,5400,8100,9900,33100,40500,49500,40500,49500,60500,40500,14800,6600,6600,8100,12100,40500,49500,60500,49500,49500,49500,33100,12100,6600,5400,8100,9900,27100,33100,49500,40500,40500,40500,33100,14800,8100,6600,9900,12100
"disney travel agents",31700,"United States",2.76,10,26,"9900","9900","9900","9900","9900","8100",9900,9900,8100,9900,14800,14800,14800,14800,12100,12100,12100,12100,14800,18100,14800,14800,27100,22200,22200,22200,22200,18100,22200,18100,18100,22200,18100,14800,33100,27100,27100,33100,22200,27100,27100,27100,27100,27100,22200,22200,40500,33100,33100,27100,27100,33100,33100,33100,33100,33100,27100,27100
"penny stocks",86600,"United States",4.73,61,51,"","","","","","61258",50399,61258,50399,50399,61258,61258,61258,61258,75180,61258,110000,90500,90500,90500,110000,135000,165000,165000,165000,135000,135000,135000,135000,135000,110000,165000,165000,201000,246000,165000,135000,135000,110000,110000,110000,135000,135000,110000,90500,90500,110000,90500,90500,90500,90500,90500,90500,74000,74000,74000,74000,90500
"bmw m3 for sale",23000,"United States",0.84,41,34,"","","","","","18100",18100,18100,14800,18100,18100,18100,22200,22200,22200,18100,18100,18100,18100,18100,18100,18100,18100,18100,22200,22200,22200,18100,22200,22200,22200,22200,18100,18100,22200,18100,22200,22200,22200,22200,22200,22200,22200,18100,18100,18100,22200,22200,22200,22200,27100,22200,22200,27100,22200,22200,22200,22200
"no carb snacks",12900,"United States",0.76,100,40,"","","","","5400","4400",4400,4400,3600,2900,8100,6600,6600,8100,6600,6600,6600,6600,6600,8100,6600,5400,14800,12100,14800,12100,12100,12100,12100,12100,9900,9900,9900,8100,22200,14800,14800,14800,14800,14800,14800,14800,12100,12100,8100,8100,27100,18100,14800,12100,12100,12100,12100,12100,12100,9900,6600,6600
"jean skirt outfits",11000,"United States",0.86,100,37,"","","","","","",,,,,,,,,,,2900,3600,2900,2900,2900,1900,2900,3600,3600,5400,6600,6600,8100,9900,8100,6600,5400,4400,4400,6600,9900,12100,14800,12100,12100,14800,12100,6600,6600,4400,4400,6600,9900,12100,12100,12100,18100,22200,14800,8100,6600,5400
"online clothes shopping",15400,"United States",1.63,100,53,"","","","","","",5400,6600,6600,6600,6600,4400,5400,6600,5400,4400,4400,5400,18100,18100,18100,14800,14800,14800,18100,14800,14800,14800,18100,18100,14800,18100,18100,14800,18100,18100,18100,18100,14800,14800,14800,18100,14800,18100,18100,14800,12100,14800,18100,14800,14800,14800,14800,14800,14800,18100,18100,14800
"mazda dealership",122000,"United States",9.03,39,39,"","","","","","",,49500,49500,49500,60500,60500,60500,74000,90500,90500,90500,110000,90500,90500,90500,90500,90500,90500,110000,110000,110000,110000,110000,135000,110000,110000,110000,110000,110000,90500,110000,110000,110000,110000,135000,135000,110000,110000,90500,110000,110000,110000,135000,110000,135000,135000,135000,135000,135000,135000,110000,90500
"shutterfly free shipping",44100,"United States",1.24,100,40,"","","","","","",,,60500,110000,27100,14800,14800,33100,40500,22200,8100,18100,33100,27100,60500,110000,40500,33100,40500,12100,22200,60500,40500,40500,22200,27100,110000,135000,40500,33100,40500,33100,40500,49500,33100,40500,40500,40500,135000,165000,49500,33100,33100,33100,40500,33100,22200,27100,22200,27100,74000,135000
"bud stock",19300,"United States",0.1,0,40,"","","","","","",,,,,,,,,9900,9900,9900,9900,12100,9900,22200,22200,22200,27100,22200,14800,18100,12100,14800,,,,,,,,,12100,27100,18100,14800,18100,22200,33100,22200,18100,22200,22200,22200,22200,18100,14800,27100,14800,14800,18100,18100,18100
"cabelas promo code",17300,"United States",1.43,100,,"","","","","","",9900,9900,22200,33100,14800,12100,9900,9900,8100,8100,8100,9900,8100,9900,18100,27100,9900,6600,8100,6600,6600,8100,6600,14800,12100,14800,33100,33100,12100,8100,9900,6600,6600,6600,9900,12100,14800,14800,40500,49500,14800,12100,12100,9900,9900,12100,9900,9900,12100,12100,33100,60500
"marriott travel agents",13400,"United States",3.24,12,31,"","","","","","",,,,,,,,,3600,4400,4400,4400,3600,4400,3600,3600,4400,4400,5400,5400,5400,5400,6600,6600,6600,6600,5400,5400,8100,8100,8100,8100,9900,9900,9900,9900,9900,9900,8100,8100,12100,12100,14800,12100,14800,14800,14800,14800,12100,14800,12100,12100
"buick lucerne",13000,"United States",1.77,10,,"","","","","","",,,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100,14800,12100,12100,12100,12100,12100,9900,12100,9900,9900,12100,12100,12100,12100,12100,12100,14800,14800,14800,14800,12100,12100
"bridge loan",19500,"United States",9.29,61,38,"","","","","","",12100,9900,9900,8100,12100,12100,14800,14800,14800,14800,14800,14800,12100,12100,12100,9900,14800,14800,18100,18100,18100,18100,18100,18100,14800,14800,14800,12100,14800,14800,18100,18100,18100,18100,18100,18100,14800,18100,14800,12100,18100,18100,18100,22200,22200,22200,22200,22200,18100,18100,18100,14800
"aerie promo code",21800,"United States",2.67,100,38,"","","","","","",,,,,,,,,,,,,,,,,,,,,,,,12100,9900,8100,22200,18100,12100,18100,14800,14800,14800,14800,14800,14800,12100,14800,33100,22200,18100,18100,22200,22200,22200,18100,18100,22200,14800,18100,27100,40500
"sweatpants",137000,"United States",1.53,100,51,"","","","","","",60500,74000,110000,90500,90500,74000,60500,49500,49500,40500,49500,60500,74000,110000,135000,135000,90500,74000,74000,60500,60500,49500,60500,74000,90500,110000,135000,135000,90500,74000,90500,74000,60500,49500,60500,74000,90500,135000,165000,165000,110000,110000,110000,74000,74000,60500,90500,135000,135000,201000,301000,246000
"money market",21200,"United States",3.29,30,45,"","","","","","14800",14800,14800,14800,14800,22200,18100,18100,18100,18100,14800,14800,14800,14800,14800,14800,14800,14800,14800,18100,14800,14800,12100,12100,12100,12100,14800,12100,14800,18100,18100,18100,18100,18100,12100,18100,18100,22200,22200,18100,22200,27100,22200,22200,22200,22200,18100,18100,22200,22200,22200,18100,18100
"nbr stock",24000,"United States",,0,,"","","","","","",,,,,,,,,,8100,5400,8100,8100,8100,8100,9900,6600,8100,8100,6600,9900,14800,12100,12100,12100,12100,14800,14800,22200,14800,12100,12100,18100,18100,18100,18100,14800,22200,18100,22200,33100,27100,22200,22200,22200,22200,27100,27100,22200,27100,18100,18100
"orvis clothing",8400,"United States",0.73,100,,"","","","","","",,1900,2400,2400,1600,1000,1300,1300,1600,1300,1600,1600,1900,2400,3600,4400,2400,1600,1600,1900,1900,1600,1300,1600,1900,2900,27100,49500,22200,18100,22200,18100,9900,1900,1600,2400,6600,2900,27100,60500,27100,18100,18100,2400,2400,2900,2400,2900,3600,5400,8100,8100
"interest rates today",47200,"United States",6.17,75,71,"","","","","","",14800,5400,5400,9900,9900,14800,14800,12100,12100,18100,18100,14800,22200,18100,27100,40500,40500,27100,40500,22200,22200,27100,22200,18100,14800,14800,18100,18100,22200,33100,33100,33100,33100,33100,27100,27100,27100,40500,27100,33100,33100,27100,40500,40500,33100,49500,60500,74000,74000,60500,40500,33100
"amgen stock",21400,"United States",3.47,0,,"","","","","","",,,14800,14800,18100,14800,14800,18100,14800,14800,22200,18100,18100,18100,22200,18100,22200,27100,33100,18100,18100,22200,22200,18100,22200,22200,18100,18100,33100,33100,22200,18100,27100,22200,22200,22200,22200,27100,18100,18100,22200,18100,18100,22200,18100,18100,18100,33100,18100,22200,27100,22200
"nasa jacket",13400,"United States",0.98,100,35,"","","","","","",,,,,,,,,5400,4400,5400,5400,6600,8100,9900,14800,9900,9900,8100,6600,6600,5400,5400,6600,6600,9900,12100,12100,9900,9900,9900,6600,4400,3600,4400,6600,8100,12100,18100,18100,14800,14800,12100,8100,6600,8100,12100,12100,14800,22200,18100,18100
