"Keyword","Avg. Search Volume","Location","CPC","PPC","Keyword Difficulty","Search Volume 3/2015","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019"
"register domain name google",170,"United States",16.94,60,,"","","","","",,,,,,,,,,210,170,210,210,390,320,320,260,390,260,320,260,260,210,170,210,210,170,170,140,170,170,170,210,210,170,170,210,140,140,140,90,140,170,140,210,210,170,170,170,170,170,170,210
"lan ting bride",320,"United States",0.4,100,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,390,480,390,480,320,320,320,260,140,170,110
"actually free dating sites",200,"United States",2.43,74,,"","40","70","70","90",20,20,20,30,30,110,110,110,70,170,140,140,170,110,90,110,140,170,110,90,70,140,,,,,170,210,260,320,170,210,260,210,140,210,210,170,110,110,140,210,170,260,210,210,210,170,260,210,210,140,210
"business marketing plan",220,"United States",2.71,49,46,"","","","","",,170,210,210,170,140,170,170,170,170,140,140,140,170,140,170,110,110,140,170,170,170,110,110,,,,,,,,,480,390,390,110,110,140,210,210,140,170,170,170,260,170,140,210,170,260,320,320,320
"black cocktail dress size 14",90,"United States",0.96,100,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,70,90,110,170,40,50,70,50,50,70,90,70,,,,,,140,140,90,70,50,70,140,90,110,110,110,40
"net a porter discount code",670,"United States",1.51,22,,"","","","","",,,,,,,,,140,110,170,140,140,170,170,260,320,210,140,210,140,260,320,210,170,260,260,320,480,390,210,320,390,480,390,320,260,320,480,590,590,590,390,590,720,880,880,720,480,480,590,720,1000
"waiting room chairs wholesale",320,"United States",3.54,100,28,"","","","","",,,,,,,,10,10,10,20,10,10,30,30,10,30,50,50,40,70,40,50,110,140,90,110,90,110,140,110,210,170,90,90,90,90,140,140,110,140,210,210,320,320,320,390,390,390,320,320,320,390
"truly free dating sites",220,"United States",2.56,85,,"","","","","",,,,260,260,320,390,260,110,140,210,390,320,320,320,320,210,320,210,390,320,320,210,210,140,210,210,590,260,260,140,320,320,390,320,260,170,260,210,140,260,320,210,210,210,210,260,320,260,170,170,210,140
"atkins carb counter",1100,"United States",0.69,24,,"","","","","",,,,,,5400,4400,4400,4400,3600,2900,2900,2900,2900,2400,2400,1300,5400,3600,3600,2900,2900,2900,3600,4400,2900,3600,3600,2400,6600,4400,3600,3600,2900,2900,2900,2900,2400,1900,1300,1300,2400,1300,1300,1300,1000,1000,1000,1000,1000,720,590,590
"best office desk chair",400,"United States",3.34,100,44,"","","","","",,170,140,170,210,260,210,260,210,210,170,260,320,260,170,260,320,320,210,390,260,320,260,390,320,260,320,320,320,390,320,320,320,390,320,390,390,390,390,320,390,480,390,390,390,320,320,390,480,390,390,480,480
"plus size christmas outfit",1000,"United States",1,100,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,20,10,20,90,170,480,3600,3600,20,10,10,10,30,40,70,90,260,880,5400,5400
"curvy girl outfits",460,"United States",1.76,100,,"","","","","",,,,140,140,170,260,210,210,210,210,210,260,320,260,260,320,320,390,390,390,480,480,590,590,320,320,480,390,390,320,390,390,320,480,590,390,390,320,320,320,320,320,390,320,390,320,590,720,590,480,590,590
"top financial advisor companies",150,"United States",25.69,60,,"","","","","",,,20,20,20,30,30,50,50,40,40,40,30,50,50,70,40,50,20,30,20,20,20,20,,,110,90,110,170,110,140,140,90,90,110,110,110,170,140,110,110,140,140,170,170,210,170,170,170,170,140,110
"uplay promo code",700,"United States",4.13,12,,"","","","","",50,110,110,260,480,320,390,720,260,140,260,140,,,,,,,,,,,,,,,,,,,,,390,210,720,320,480,320,480,390,390,320,590,2900,1000,590,590,320,480,320,720,260,390
"eames aluminum group chair",330,"United States",3.79,100,51,"","","110","90","90",110,90,90,90,110,90,110,110,140,110,110,110,110,140,170,210,110,170,110,140,110,140,110,110,170,90,110,90,90,140,70,90,90,110,70,140,110,210,170,170,210,320,260,320,260,320,320,320,390,390,390,320,390
"landscape installation",780,"United States",6,30,21,"","","","","",590,590,590,590,480,480,720,720,720,720,590,590,590,590,590,480,480,590,590,720,720,720,720,720,880,720,720,720,720,590,880,1000,1000,880,880,880,720,880,880,590,590,720,720,880,1000,720,880,880,1000,720,720,590,590
"match free dating site",130,"United States",4.37,75,49,"","","","","",,,,,,,,,,10,40,10,10,10,10,10,10,10,10,10,20,,,,,,,30,20,30,50,50,20,30,50,170,90,70,140,140,140,210,140,210,170,170,110,210,90,110,90,70,70
"moss law firm",630,"United States",4.05,15,,"","","","","",,,,90,110,140,170,170,210,170,210,170,210,210,170,260,170,210,210,260,260,210,260,210,260,320,260,260,210,320,390,390,390,480,480,480,480,480,480,480,480,590,590,590,590,720,720,720,720,590,590,590,590
"thanksgiving flight deals",300,"United States",1.61,30,46,"","","","","",,,480,1300,10,10,10,10,20,30,20,50,140,590,1000,1600,10,10,10,10,10,10,30,50,110,390,720,1300,10,20,10,20,20,20,40,50,170,390,880,1600,10,10,10,30,10,30,70,140,320,480,880,1600,50
"southwest discount flights",640,"United States",0.81,44,,"","","","","",,,,,,,210,170,90,170,210,170,140,390,480,320,260,390,390,480,480,480,1000,480,590,480,480,390,390,590,480,390,590,720,880,720,590,480,390,390,390,590,590,720,590,590,1000,720,720,720,720,390,390
"goal zero portable charger",100,"United States",1.02,100,,"","","","","",,,,,,,70,90,70,70,70,140,110,90,70,90,140,110,70,70,110,90,70,70,90,70,70,70,70,70,70,90,70,90,110,70,90,110,90,110,140,70,90,90,90,110,140,90,140,90,90,90,110
"free attorney advice near me",170,"United States",4.99,74,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,320,170,210,90,140,170,210,390,140,90,50
"able landscaping",270,"United States",4.61,10,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,140,140,170,110,110,140,210,320,390,260,260,260,210,210,170,110,210,210,320,480,390,320,320,260,210,260,170,140
"cheap last minute weekend getaways",290,"United States",1.22,44,,"","","","","",,170,140,110,90,260,320,390,390,590,590,590,390,590,720,480,320,590,720,880,590,880,880,720,590,480,480,260,320,480,590,480,390,390,320,320,320,260,210,110,90,320,320,320,260,320,320,390,320,210,320,210,170
"marketing goals and objectives",310,"United States",4.2,5,34,"","","","","",,,,260,260,260,260,260,260,170,140,170,210,210,260,320,260,260,260,260,210,170,90,70,90,110,210,210,210,210,210,210,260,170,210,170,170,210,260,320,260,320,390,390,480,390,390,170,210,170,260,260,320
"large conference table",440,"United States",5.25,100,30,"","","","","",260,260,210,210,260,390,320,390,390,320,260,320,260,260,390,320,320,390,390,480,390,390,390,320,480,390,390,390,320,390,390,390,390,320,320,390,480,390,390,390,320,480,390,390,390,390,390,590,480,480,590,390,320
"l desk with hutch",970,"United States",1.63,100,55,"","","","","",590,590,590,720,720,1000,880,880,720,720,880,880,1000,880,880,1000,1000,1300,1000,1000,880,880,880,1300,1300,880,880,880,880,1000,720,1000,720,590,720,590,720,480,480,720,880,880,880,880,720,880,880,1000,1300,1000,1000,1300,1000
"nike plus size dress",860,"United States",0.64,100,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,590,1300,1300,1000,1300,1300,1300,720,480,260,480
"solar energy system for home",190,"United States",3.83,90,44,"","","","","",,50,70,70,90,70,90,70,70,90,90,170,110,260,170,210,110,260,170,210,170,140,170,140,140,170,210,140,170,210,140,110,170,140,110,170,140,110,110,110,140,170,170,170,170,170,170,210,320,210,210,170,170
"portable solar power",1000,"United States",1.26,100,41,"","","","","",,1000,1000,880,880,880,880,1000,1000,1300,1600,1600,1600,1300,1600,1300,1000,1000,1300,1600,1600,1300,1600,1600,1300,2400,1900,1300,1300,1300,1000,1600,1300,1300,1000,1000,880,880,880,590,720,720,720,880,880,1000,1300,1600,1300,1300,1300,880,880
"heavy duty garden kneeler",220,"United States",0.81,100,,"","","","","",,,,10,10,10,10,20,40,70,10,20,10,20,10,10,10,10,20,20,90,90,90,70,40,30,40,40,70,30,70,110,210,320,260,50,50,50,40,50,70,40,70,210,480,590,480,260,170,110,70,70,110
"renogy 100 watt",200,"United States",0.74,98,31,"","","","70","70",110,90,110,140,140,170,260,390,260,110,70,140,110,110,110,170,140,90,110,320,590,320,90,90,110,110,110,110,90,110,140,210,260,320,480,590,320,170,260,390,140,320,320,320,320,210,210,210,170,140,110,70,90
"craftsman battery leaf blower",300,"United States",0.46,100,,"","","","","30",20,20,50,90,40,20,20,40,40,70,70,40,40,50,50,90,110,50,30,50,90,110,70,50,90,110,140,210,170,110,90,110,90,210,170,70,140,170,140,320,260,90,70,170,260,390,390,260,320,320,390,590,390
"sun travel agency",210,"United States",11.61,22,,"","","","","",,,,90,90,170,170,110,90,50,320,260,110,50,40,110,140,170,170,170,170,210,210,320,170,90,110,140,170,390,390,320,210,140,90,210,140,140,170,110,140,260,170,210,260,320,260,260,260,170,110,140,140
"hindu wedding invitation",430,"United States",2.37,100,26,"","","40","40","30",30,30,40,70,30,50,90,20,480,390,390,390,320,320,320,320,320,480,390,390,,,,,,,,,,,,,390,390,390,390,480,320,260,320,320,480,480,390,320,260,390,480,480,480,480,480,480
"mauve wedding invitations",240,"United States",2.72,100,28,"","","","","",,,10,10,10,40,10,40,40,20,20,30,10,10,30,10,20,90,70,50,30,50,30,50,50,50,50,70,70,210,170,140,170,140,110,90,140,170,170,170,140,390,170,390,210,260,210,260,260,210,210,210,170
"3 drawer desk",350,"United States",1.07,100,,"","","","","",,,,,,,,,,,170,210,260,140,260,170,170,210,210,260,170,170,210,210,210,170,260,210,210,260,,,170,140,210,260,260,260,260,320,390,390,390,260,260,390,260,390,480,320,320,390,390
"electric pruning saw",590,"United States",0.72,100,55,"","","","","",,260,260,260,210,170,390,590,480,480,590,480,320,390,390,390,260,260,480,480,590,590,590,720,480,480,390,390,260,320,480,590,590,720,720,590,590,590,590,480,320,320,320,720,720,720,880,880,590,590,480,480,390
"proranktracker",460,"United States",14.31,3,48,"","","","","",,480,480,390,480,590,480,480,480,480,590,480,590,480,480,590,480,590,590,590,590,590,480,320,390,320,320,390,260,390,390,390,480,590,720,590,590,590,590,480,480,720,590,480,590,480,480,390,390,390,320,390,320
"ebay motors cars for sale",760,"United States",1.05,86,,"","","","590","590",1000,1300,1000,590,590,590,880,880,720,590,,,,,,,,,,,1000,720,1000,880,1000,590,590,480,590,480,480,880,880,720,720,720,880,720,1000,1000,720,590,480,720,880,590,590,1000,1000,720,880,880,880
"laundry room renovation",310,"United States",2.04,100,,"","","","","",,90,90,90,90,170,140,110,110,140,90,140,140,140,140,170,140,260,170,170,170,170,170,210,170,170,170,140,140,170,210,210,210,170,170,260,170,140,170,170,170,320,320,260,210,210,260,480,320,390,320,390,320
"macys wedding dresses plus size",670,"United States",1.09,100,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,590,720,720,880,720,720,880,590,590,590,320
"hotel grand sunset princess",180,"United States",2.81,34,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,260,170,140,260,210,170,110,90,110,170
"humanscale diffrient world chair",180,"United States",5.98,100,,"","","","","",,,,140,140,210,210,210,210,140,170,210,210,170,140,170,90,210,110,170,210,210,210,260,260,260,260,260,260,210,210,210,210,210,320,320,260,210,210,260,170,140,140,170,140,140,140,170,170,260,260,260,170
"go solar power",300,"United States",4.83,100,,"","","","","10",10,20,30,10,30,20,20,30,20,10,20,10,10,30,30,10,10,20,30,50,10,10,30,20,50,70,50,20,40,70,50,30,30,50,70,70,70,40,70,90,90,140,210,260,320,390,390,480,260,260,390,320,260
"merrill lynch find an advisor",240,"United States",10.49,16,,"","","","","140",110,110,170,140,90,140,140,90,110,140,110,90,110,110,110,90,90,140,140,140,110,210,210,260,320,140,210,210,210,320,260,260,320,260,260,260,210,170,210,210,170,260,210,320,260,260,210,390,210,170,260,210,140
"halloween wedding cake toppers",470,"United States",0.35,100,,"","","","","",1000,1300,1300,90,70,140,170,170,170,320,260,480,590,1300,880,90,110,320,140,260,260,170,170,480,720,880,880,140,70,320,140,260,320,320,390,590,880,1000,720,70,70,140,210,140,320,260,390,480,880,1300,1300,170,140
"clearance plus size dresses",550,"United States",1.16,100,39,"","260","260","140","170",260,320,140,210,90,210,210,260,210,210,210,210,390,590,480,260,210,320,320,320,390,480,480,390,480,480,480,140,170,320,260,390,390,390,320,480,390,480,480,320,320,390,480,880,590,720,590,720,590,480,480,390,320
"diy wedding card",370,"United States",0.61,100,,"","","110","140","170",170,140,210,140,90,110,110,140,210,260,260,210,320,390,260,170,140,170,170,210,210,320,320,320,390,320,320,170,140,140,170,260,260,320,390,320,390,390,320,170,140,140,170,170,210,320,480,590,720,590,590,320,210
"small writing desk with drawers",670,"United States",1.58,100,30,"","","","","",,210,260,590,720,720,480,480,480,480,260,480,590,590,390,390,720,880,590,590,390,480,720,720,880,590,720,880,720,1000,720,880,880,720,720,720,880,880,480,320,590,590,390,390,590,720,590,880,720,880,720,720,880
"how can you lose weight",580,"United States",3.23,38,61,"","","","","",,390,480,590,590,720,590,720,1000,2900,2400,880,720,590,590,590,590,880,720,720,880,720,720,880,720,480,590,590,590,880,720,880,880,880,720,880,720,480,590,590,590,880,390,480,480,480,880,880,590,390,480,480,590
"classic fashion",870,"United States",1.9,100,13,"","","","","590",590,880,720,720,720,880,720,590,590,480,480,480,590,1000,720,720,720,880,720,720,720,590,480,590,590,880,720,590,880,880,720,590,590,590,590,590,720,880,720,720,880,720,720,720,720,590,720,880,1000,1600,880,1000,1000
"officemax file cabinet",1000,"United States",2.54,100,,"","","","","",,,,,,,,390,260,260,320,260,260,880,720,720,1000,1000,1000,1000,1000,880,880,1000,1300,1000,1000,1000,880,1300,1300,1000,1000,880,1000,1000,1300,1000,1000,1000,1000,1600,1000,1000,1000,880,880,1000,1000,880,1000,880,1000
"royal blue cocktail dress for wedding",280,"United States",0.94,100,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,170,110,140,320,390,480,590,720,480,390,480,590,,,,320,210,170,320,260,390,390,320,480,260,210,140
"ellaz bridal",380,"United States",0.26,70,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,210,390,390,480,390,390,480,390,590,320,260
"free online dating services",290,"United States",2.85,70,53,"","","","","",,320,390,390,480,480,320,390,390,320,320,480,480,480,590,390,390,390,320,390,390,260,320,390,320,260,260,210,320,260,260,170,170,260,210,260,260,210,170,390,260,390,320,480,260,210,260,260,320,260,210,210,320
"spa all inclusive",360,"United States",2.33,45,,"","","","","20",30,20,20,10,10,20,10,20,20,20,10,30,20,30,40,30,40,70,40,40,,,,,,,,,,,,,,,,,,,320,320,320,480,390,320,390,390,320,320,390,320,320,320,390
"black lace bridesmaid dress",760,"United States",0.79,100,,"","","","","",,,,,,,,,,,,,,,,,,1900,1600,1600,1300,1300,1300,1300,1000,1000,880,880,1000,2400,1000,1000,720,720,720,720,880,720,720,590,480,1000,720,720,720,480,720,880,880,880,880,720,590
"kia optima engine",390,"United States",1.38,89,,"","","","","",,,260,260,210,260,260,260,260,320,320,320,320,320,260,320,480,320,260,320,320,320,320,320,320,260,260,260,260,260,260,320,320,320,320,390,390,320,320,260,260,320,320,390,390,390,390,480,480,390,390,390,390
"how to lose weight in 1 day",690,"United States",2.47,20,41,"","","","","1000",1000,480,590,720,1000,1000,480,480,880,1000,1000,880,880,720,590,480,590,880,880,880,880,1000,1000,1000,1000,590,590,720,720,880,720,880,880,880,1000,1000,880,480,590,590,590,590,590,880,720,720,720,1000,880,720,590,390,480
"mexican river rock",680,"United States",1.09,100,,"","","","","",,,320,210,170,170,260,480,590,720,590,480,390,480,390,320,170,210,320,480,590,720,720,880,590,480,480,390,260,320,390,480,720,1000,880,880,720,590,480,320,260,320,320,590,880,1000,1000,1000,880,880,590,480,320
"keto family meal plan",310,"United States",2.29,63,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,390,390,320,260,260,320,320,260,260,210,170
"800 calorie diet plan",870,"United States",1.94,22,35,"","","","","",720,590,390,320,720,1300,590,590,2900,3600,260,210,1300,2900,880,170,170,1900,880,480,260,590,1900,1300,320,320,1000,590,320,720,720,880,1900,480,590,1000,880,590,390,480,720,590,390,1300,1000,1000,590,1300,1000,1300,590,720,720
"rv solar charge controller",140,"United States",1.21,100,,"","","","","90",110,110,110,70,50,90,90,90,110,140,110,110,170,70,110,110,110,140,110,170,140,140,170,170,140,170,110,140,90,110,110,170,210,170,210,140,110,90,110,140,50,110,70,140,170,170,170,170,170,170,170,140,90
"most powerful battery leaf blower",270,"United States",0.81,100,24,"","","","","",,70,70,90,50,20,10,40,50,90,90,50,70,70,140,70,40,40,40,70,110,90,90,70,110,140,170,320,110,40,50,90,170,260,140,40,40,50,140,140,140,90,50,170,320,320,480,210,210,170,390,590,260
"half bath remodel",410,"United States",3.74,100,41,"","","","","",,320,390,390,320,590,390,390,320,320,320,320,390,210,260,170,210,320,320,320,260,260,260,320,320,260,260,210,170,390,320,210,260,170,140,170,210,210,170,210,210,480,320,320,260,260,390,480,590,590,480,390,390
"hotwire packages",480,"United States",0.33,25,30,"","","","","",720,590,480,590,590,720,480,880,880,1000,1000,720,880,720,480,590,720,1000,880,880,880,1300,1600,1600,1600,880,590,390,390,720,720,720,480,480,590,480,480,390,320,260,390,720,480,590,480,590,590,480,390,390,390,390,320
"industrial corner desk",450,"United States",1.45,100,,"","","","","",110,110,140,110,140,260,140,210,260,260,140,210,210,320,320,320,320,390,260,260,210,210,210,320,320,320,320,320,260,480,320,480,320,320,260,390,590,480,480,480,390,480,390,320,390,320,480,590,590,480,480,590,390
"budget travel agent",190,"United States",2.03,21,,"","","","","",,,,140,110,110,170,170,140,140,170,210,140,170,140,140,170,210,210,320,210,210,210,210,210,170,170,140,140,170,210,260,260,260,260,260,170,140,210,140,140,140,170,210,210,260,210,260,170,170,170,170,170
"zappos cocktail dresses",100,"United States",1.25,100,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,90,90,260,90,110,90,90,170,110,90,70
"royal blue and gold wedding invitations",130,"United States",1.73,100,26,"","","","","",,,,30,40,110,50,90,90,70,50,50,40,70,70,50,70,140,90,90,90,90,70,90,70,110,140,90,140,140,140,170,110,170,70,90,140,70,110,50,90,210,260,110,110,210,110,70,110,140,140,90,90
"local lawyers near me",240,"United States",4.89,62,39,"","","","","",,,,140,30,50,50,90,70,40,50,70,210,170,140,170,90,170,590,390,260,320,480,480,590,480,480,390,390,390,480,390,210,210,170,320,480,320,390,480,260,260,140,170,390,320,170,260,480,260,170,110,170
"lovegevity university",160,"United States",,3,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,260,210,170,110,210,210,170,170,90,90,70
"hana tajima",980,"United States",0.44,46,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,590,2400,1600,720,480,720,1900,880,880,1000,390
"trader joe's meal plan",630,"United States",1.12,10,,"","","","","",,,,,,,,320,390,390,390,390,480,480,590,390,390,590,480,480,590,590,590,590,720,480,480,390,320,720,590,590,720,590,590,720,720,720,590,480,480,880,590,720,590,590,590,480,720,720,720,590,480
"yoshino cherry tree for sale",250,"United States",0.9,100,,"","","","","",,,,40,30,30,140,590,480,170,110,110,110,140,110,30,40,50,110,480,480,320,110,110,90,210,170,140,90,90,210,390,720,720,260,140,140,140,210,70,70,140,210,880,720,260,170,170,90,110,110,70,70
"water diet plan",940,"United States",1.17,18,,"","","","","",1300,320,480,210,170,880,1900,720,210,170,320,880,1600,880,260,170,480,1300,390,210,210,390,720,1600,480,260,480,1300,1300,880,170,140,1600,720,320,320,390,390,320,390,1000,1900,880,590,1600,480,880,1300,1300,260,170,1300,720
"dukan diet food list",310,"United States",2.84,5,40,"","","","","",,1000,1000,880,880,1600,1300,1600,1600,1600,3600,1600,1000,1000,1000,720,880,1900,1000,880,210,140,140,170,320,320,210,210,170,210,140,210,210,210,170,210,170,110,140,70,140,210,210,260,260,480,480,390,390,590,140,140,260
"online share trading",100,"United States",18.2,38,65,"","","","","",110,110,140,390,320,880,170,110,260,260,210,260,170,140,170,140,90,90,90,170,170,170,170,210,170,210,320,260,260,210,90,110,140,110,50,70,140,70,90,70,110,110,140,90,140,140,110,110,90,90,110,70,110
"local tree nurseries",770,"United States",1.66,82,,"","","","","",210,210,170,140,170,70,170,320,590,480,390,260,260,390,480,2900,2900,320,590,720,1300,1000,590,390,390,390,590,480,210,140,480,480,880,1300,880,590,590,720,720,390,390,260,320,720,1900,1300,1000,880,880,720,720,390,260
"free website builder and hosting",340,"United States",34.24,87,71,"","","","","",590,880,1300,590,390,480,390,260,480,390,260,260,210,590,480,320,390,390,480,480,480,390,260,320,390,480,590,480,480,390,260,590,320,210,260,210,170,140,170,170,170,320,390,390,390,320,320,320,320,320,320,390,390
"garden auger drill bit home depot",200,"United States",0.58,100,,"","","","","",,,,,,,,,,,,,10,30,40,20,10,10,40,50,50,70,50,40,,,,,,,30,70,110,210,110,110,110,170,140,90,40,110,40,90,260,720,320,260,170,210,170,90,70
"new office furniture",120,"United States",7.14,100,25,"","","","","",,110,70,70,90,110,70,110,90,50,70,210,390,140,110,110,90,140,90,170,140,110,140,140,260,110,170,90,140,110,110,50,90,90,110,90,90,110,210,210,260,140,90,140,140,90,140,140,140,90,140,90,110
