"Keyword","Avg. Search Volume","Location","CPC","PPC","Keyword Difficulty","Search Volume 3/2015","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019"
"last minute disney cruise deals",720,"United States",1.19,30,,"","","","","","","","320",390,590,720,480,480,390,480,480,480,320,260,320,320,390,480,590,880,720,720,720,880,590,390,590,720,590,880,880,1300,720,720,880,880,720,590,390,590,590,720,880,880,720,720,880,880,590,480,590,590,720
"steel filing cabinet",710,"United States",2.12,100,42,"","","","","","590","590","480",590,590,720,590,480,590,480,590,590,720,590,590,590,590,720,720,590,720,590,590,720,590,720,720,590,590,880,720,720,720,720,720,720,720,590,480,480,720,1000,720,720,720,590,590,720,720,720,720,590,720
"best battery powered leaf blower 2019",990,"United States",0.65,100,33,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,110,480,880,880,880,880,1600,1900,2400,1900
"best digital marketing company",440,"United States",26.82,30,38,"","","20","20","10","10","10","10",10,10,10,20,10,20,,,,,,140,140,140,170,170,170,320,260,210,260,260,390,260,260,210,260,210,320,320,260,210,320,260,390,390,320,260,320,390,390,480,480,260,480,590,390,590,480,480
"riding lawn mower cart",280,"United States",0.73,100,30,"","","","","","90","70","70",170,40,50,40,260,260,320,210,110,140,140,140,170,90,110,210,480,480,390,260,210,170,210,210,170,90,70,140,260,590,720,390,320,210,140,170,210,140,170,320,390,590,480,390,260,210,210,210,110,110
"modern invitation",310,"United States",5.12,100,,"","","","","","140","140","110",110,70,140,320,260,260,260,210,210,260,260,210,170,140,260,260,320,260,210,170,210,260,170,210,210,140,320,260,260,320,210,170,210,260,210,170,170,110,320,260,260,170,260,260,390,390,480,390,390,260
"sustainable construction",940,"United States",2.19,3,23,"","","","","","390","480","590",590,390,480,480,480,590,390,320,390,390,720,720,590,480,590,590,590,590,480,390,390,480,590,590,590,720,590,590,480,590,480,390,390,480,590,880,590,590,720,720,720,880,720,720,1000,1000,1300,1300,1300,1000
"daily food plan",180,"United States",1.56,78,48,"","","","","","","720","590",720,590,720,720,720,720,590,480,480,390,480,590,320,390,590,480,480,390,320,170,140,170,260,260,210,210,260,260,260,210,210,140,210,140,210,260,170,170,260,170,170,170,110,110,210,110,260,210,210,210
"l shaped computer desk ikea",550,"United States",0.95,100,,"","","","","","320","320","320",390,390,480,480,480,390,260,320,320,480,480,480,590,880,1000,1000,1000,720,720,880,880,880,590,720,880,720,720,720,480,590,480,590,590,720,880,390,590,590,720,720,590,390,590,480,480,720,480,480,480,480
"permission marketing",720,"United States",5.51,4,40,"","","","","","","590","880",720,720,590,880,1000,1000,880,590,590,590,590,880,880,880,590,880,1000,880,880,590,480,480,590,720,720,590,480,590,880,880,720,590,590,590,720,880,880,720,590,720,880,880,720,480,590,590,880,880,720,720
"adventure travel agency",200,"United States",4.13,45,50,"","","","","","","70","90",90,70,90,110,110,140,110,90,140,90,110,170,110,110,110,140,140,140,140,90,110,110,110,210,140,140,170,170,110,110,110,110,170,110,110,110,140,110,140,170,110,110,90,210,210,260,260,390,320,170
"plus size flapper dress cheap",350,"United States",0.6,100,,"","","","","","","","",,,,,,,,170,90,90,110,480,480,260,320,260,480,720,480,480,590,590,880,1300,720,390,880,590,880,720,590,720,590,590,880,1000,720,320,260,170,480,210,170,260,260,260,480,480,390,880
"tiller cultivator",930,"United States",0.64,100,36,"","","","","","260","210","170",140,110,140,260,720,720,880,590,320,320,390,390,210,210,260,590,1000,1600,1300,880,720,480,480,390,320,260,320,480,880,1300,1900,1000,590,590,590,480,260,320,320,590,1000,1900,1900,1300,880,880,720,720,480,480
"edgy cocktail dress",160,"United States",1.17,100,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,140,140,140,170,90,170,140,210,210,260,110
"ikea long desk",810,"United States",0.71,100,,"","","","","","260","170","170",170,170,210,210,260,210,260,210,260,320,320,320,320,390,390,390,390,480,390,590,480,720,590,480,480,480,590,480,590,480,590,590,720,720,720,480,590,720,880,590,720,720,720,880,880,1000,880,880,720,880
"golf cart solar panel",450,"United States",0.86,100,,"","","","","140","90","110","110",140,90,110,90,140,170,170,140,170,140,170,320,260,210,260,210,260,390,390,480,390,320,260,260,320,210,210,260,390,480,480,480,480,480,390,320,320,260,260,320,480,480,590,590,720,480,480,390,260,390
"how to lose 45 pounds",240,"United States",3.79,23,,"","","","","","210","170","170",170,170,210,170,210,170,210,210,210,170,170,170,170,210,210,210,210,210,210,260,210,260,170,210,170,210,260,210,260,260,260,260,260,260,260,210,170,260,320,210,260,210,260,210,260,210,260,260,210,210
"how to lose 20 lbs in 2 months",1000,"United States",2.19,20,,"","","","","","","","",90,90,260,390,590,720,480,480,480,390,390,390,320,210,390,480,590,590,590,590,480,320,320,390,320,480,880,880,1600,1600,880,720,590,720,590,590,320,480,880,880,1300,1300,1000,880,590,2400,720,720,590,880
"renovation nation",270,"United States",4.9,6,,"","","","","","","","",70,110,140,170,170,140,140,90,110,90,90,110,90,110,110,70,140,110,110,90,110,90,110,140,140,140,210,210,210,210,140,110,140,140,140,170,140,140,210,170,170,140,210,210,210,320,320,480,480,390
"3 day meal plan",160,"United States",2.11,65,,"","","","","","110","210","140",170,140,170,170,210,260,210,140,110,140,170,140,210,170,170,170,210,210,170,140,140,140,140,170,170,140,170,170,170,260,210,140,110,140,140,170,210,140,140,170,170,210,170,140,170,140,110,140,260,140
"northeast legal services",160,"United States",1.54,7,,"","","","","","","","",40,70,50,30,20,40,70,50,70,110,70,70,70,50,50,50,50,50,90,90,110,90,90,110,90,110,210,110,110,140,140,140,110,140,90,170,110,90,140,170,170,210,170,140,170,210,140,260,110,140
"solar charging battery pack",330,"United States",1.37,100,,"","","","","","","20","20",20,30,20,10,20,30,40,20,40,20,40,20,,,,,,,,,,,,,,,,,260,170,260,260,320,320,260,140,170,170,210,170,210,210,320,320,480,390,320,480,480,390
"average cost to replace kitchen cabinets",250,"United States",4.84,48,,"","","","90","70","110","70","70",70,70,90,110,110,110,110,110,110,110,90,70,90,70,170,140,210,170,170,170,140,170,140,170,170,170,260,260,260,260,170,170,210,210,210,210,170,170,320,260,260,260,210,260,260,260,260,260,210,210
"optavia 5&1",460,"United States",2.18,8,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,590,320,390,320,260,480,720,880,590,260,320
"lole canada",100,"United States",1.25,100,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,90,140,90,90,110,110,50,50,90,110,90,90,,,110,70,70,110,70,70,90,110,110,90,170,140
"best watering wand",200,"United States",0.49,98,23,"","","","","","90","50","50",30,50,30,50,110,210,320,320,210,140,90,50,40,40,50,70,140,320,480,480,260,140,90,70,50,50,70,90,140,320,590,480,320,140,70,40,50,50,50,70,140,260,590,480,320,210,110,90,70,70
"adjustable desk frame",270,"United States",3.33,100,45,"","","","","","40","50","50",50,50,70,110,70,170,90,110,90,110,110,110,170,110,110,90,140,140,140,170,170,210,140,140,170,140,210,170,210,170,170,210,170,260,210,170,260,260,320,210,320,260,260,210,260,260,210,320,390,260
"cheap anniversary getaways",100,"United States",1.62,59,,"","","","","","170","320","210",70,90,170,90,110,110,90,390,260,140,110,90,170,170,210,90,140,390,480,110,90,140,260,170,40,30,110,70,110,90,140,170,140,110,70,140,90,140,110,70,170,140,90,170,90,90,110,110,50,70
"handmade wedding cards",350,"United States",1.17,100,40,"","","","","","","320","260",140,90,210,170,260,390,390,390,390,390,390,320,170,110,210,170,210,320,390,390,390,480,480,260,170,140,170,170,210,210,320,390,390,320,320,320,140,110,140,170,210,210,320,390,480,590,720,480,320,210
"catherines plus size maxi dresses",210,"United States",0.94,100,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,320,390,480,170,210,210,170,140,50,140,110
