Keywords,"Search Volume (Average)","Search Volume (Jan 2019)","Search Volume (Feb 2019)","Search Volume (Mar 2019)","Search Volume (Apr 2019)","Search Volume (May 2019)","Search Volume (Jun 2019)","Search Volume (Jul 2019)","Search Volume (Aug 2019)","Search Volume (Sep 2019)","Search Volume (Oct 2019)","Search Volume (Nov 2019)","Search Volume (Dec 2019)",Trend,"CPC (USD)",Competition
"used cars for sale",450000,368000,368000,450000,368000,450000,450000,550000,673000,550000,550000,450000,450000,22,3.42,96
landscape,368000,368000,368000,450000,550000,550000,368000,368000,368000,368000,368000,301000,301000,-18,5.81,9
"used cars near me",368000,368000,550000,550000,368000,368000,368000,368000,368000,368000,368000,301000,301000,-18,4.20,83
"desk chair",368000,550000,301000,301000,246000,301000,301000,450000,550000,368000,301000,368000,550000,0,1.78,100
"how to lose weight fast",368000,301000,246000,301000,246000,368000,550000,450000,368000,301000,301000,301000,301000,0,3.27,100
"doordash promo code",368000,301000,368000,368000,368000,450000,450000,368000,368000,450000,450000,450000,368000,22,2.94,17
"apple stock price",368000,450000,301000,368000,368000,368000,301000,301000,368000,301000,368000,368000,368000,-18,3.40,1
"snap stock",301000,246000,450000,301000,450000,246000,301000,450000,246000,201000,368000,201000,165000,-33,1.24,0
"papa johns promo code",301000,301000,368000,368000,301000,368000,301000,246000,301000,301000,301000,301000,368000,22,0.74,5
"facebook stock",301000,450000,301000,368000,450000,301000,368000,368000,246000,165000,246000,201000,201000,-55,4.73,0
sweatshirt,301000,368000,246000,246000,201000,165000,165000,201000,246000,301000,450000,550000,550000,49,1.65,100
"tank tops for women",301000,201000,165000,246000,368000,450000,550000,550000,246000,135000,135000,165000,165000,-18,1.78,100
"workout leggings",301000,301000,301000,301000,301000,246000,246000,201000,201000,246000,301000,368000,450000,50,2.72,100
"womens shorts",301000,165000,165000,301000,368000,550000,823000,823000,368000,135000,90500,74000,60500,-63,1.97,100
"whole 30",246000,673000,301000,246000,201000,201000,165000,165000,165000,201000,165000,135000,201000,-70,1.12,88
"lowes coupon",246000,246000,201000,246000,368000,301000,246000,246000,201000,165000,201000,246000,246000,0,0.33,100
"red dress",246000,301000,246000,201000,246000,246000,201000,201000,201000,246000,301000,301000,301000,0,1.14,100
"sq stock",246000,368000,301000,301000,201000,246000,165000,201000,246000,201000,201000,246000,135000,-63,0.83,0
"party city coupon",201000,135000,135000,135000,135000,201000,135000,135000,135000,165000,550000,165000,165000,22,0.23,12
"petite clothing",201000,368000,201000,201000,165000,165000,135000,135000,135000,201000,165000,246000,301000,-18,2.26,100
"dealerships near me",201000,165000,201000,201000,201000,201000,201000,201000,246000,201000,201000,201000,165000,0,5.37,31
"nissan dealership",201000,201000,165000,201000,201000,201000,246000,246000,246000,246000,246000,201000,165000,-18,8.42,44
"skinny jeans",165000,201000,110000,110000,135000,135000,110000,135000,201000,165000,201000,246000,301000,50,1.55,100
"wedding cake",165000,201000,165000,165000,165000,165000,165000,165000,165000,135000,135000,110000,110000,-45,0.44,100
"hyundai dealership",165000,135000,135000,165000,135000,165000,165000,201000,201000,201000,201000,135000,135000,0,6.48,34
"cargurus used cars",165000,450000,368000,368000,110000,90500,74000,74000,60500,49500,60500,40500,40500,-91,0.97,37
"buy here pay here",165000,165000,201000,201000,165000,165000,165000,165000,165000,165000,165000,135000,135000,-18,5.01,65
"current mortgage rates",165000,135000,110000,135000,135000,135000,165000,165000,246000,201000,165000,135000,90500,-33,7.70,82
"bodycon dress",165000,135000,135000,165000,165000,165000,135000,135000,165000,201000,165000,135000,165000,22,1.04,100
"personal loans for bad credit",165000,165000,135000,135000,135000,165000,165000,165000,165000,135000,135000,165000,165000,0,5.93,57
"levis jeans for men",135000,110000,90500,110000,74000,60500,74000,60500,110000,74000,165000,368000,246000,124,2.44,100
"leaf blower",135000,110000,60500,110000,135000,135000,110000,90500,90500,135000,201000,301000,165000,50,0.63,100
"dow jones stock",135000,165000,110000,135000,110000,135000,110000,135000,201000,110000,110000,90500,110000,-33,0.73,0
"boy shorts",135000,90500,90500,135000,201000,201000,201000,246000,246000,74000,60500,60500,60500,-33,1.22,100
"lululemon leggings",135000,110000,110000,110000,135000,90500,74000,74000,74000,90500,135000,368000,368000,235,0.36,100
"shift dress",135000,49500,90500,135000,201000,201000,201000,201000,165000,165000,135000,135000,110000,122,1.87,100
"cute outfits",135000,165000,135000,165000,135000,135000,135000,135000,135000,135000,110000,135000,135000,-18,0.53,100
"mens winter coats",135000,201000,90500,60500,14800,9900,8100,18100,40500,60500,246000,450000,301000,50,2.08,100
"pcg stock",135000,301000,135000,74000,74000,60500,49500,49500,74000,74000,201000,201000,246000,-18,1.27,0
"maternity pants",135000,165000,110000,110000,110000,110000,110000,110000,135000,135000,165000,165000,135000,-18,1.73,100
"great lakes loans",135000,110000,90500,90500,74000,60500,110000,165000,165000,110000,135000,165000,165000,50,4.65,0
"travel agency",135000,201000,165000,165000,135000,135000,135000,165000,135000,135000,135000,110000,135000,-33,6.90,52
"pink dress",110000,90500,90500,135000,201000,135000,110000,110000,90500,110000,135000,60500,49500,-45,1.11,100
"90s outfits",110000,90500,90500,110000,90500,90500,74000,74000,90500,201000,301000,110000,90500,0,0.43,100
"shopify stock",110000,49500,60500,60500,74000,90500,110000,110000,165000,165000,135000,90500,135000,173,4.57,2
"doordash promo",110000,74000,60500,135000,135000,110000,74000,135000,165000,110000,110000,110000,110000,49,4.38,24
"bp stock",110000,110000,110000,90500,110000,90500,74000,90500,135000,110000,110000,90500,90500,-18,1.42,0
"homeowners insurance",110000,110000,110000,135000,135000,135000,110000,135000,135000,135000,135000,110000,110000,0,65.10,81
"small desk",110000,165000,110000,110000,90500,90500,110000,135000,165000,135000,110000,110000,135000,-18,1.20,100
"bmw dealership",110000,90500,90500,110000,110000,110000,110000,110000,110000,110000,110000,90500,90500,0,5.93,16
"sequin dress",110000,135000,110000,110000,90500,74000,60500,74000,90500,135000,135000,201000,301000,123,1.30,100
"financial advisor",110000,135000,135000,110000,110000,110000,110000,110000,110000,110000,110000,110000,135000,0,21.71,56
"plus size bathing suits",90500,74000,90500,165000,135000,165000,201000,165000,74000,33100,22200,18100,22200,-70,2.14,100
"beach wedding dresses",90500,135000,110000,110000,110000,110000,110000,110000,90500,90500,74000,60500,60500,-55,0.67,100
"fall dresses",90500,2900,2900,2900,3600,3600,5400,18100,110000,550000,368000,60500,6600,128,1.32,100
"mother of the groom dresses",90500,135000,110000,110000,90500,90500,90500,90500,90500,74000,74000,49500,49500,-63,0.80,100
dealerships,90500,40500,40500,49500,40500,40500,40500,49500,60500,49500,165000,201000,301000,643,5.19,2
"yellow dress",90500,74000,74000,135000,201000,165000,110000,110000,90500,74000,90500,33100,27100,-63,0.95,100
"square stock",90500,135000,110000,110000,74000,110000,74000,74000,110000,74000,60500,90500,49500,-63,10.49,1
"car accident attorney",90500,33100,49500,135000,201000,165000,110000,135000,110000,40500,49500,40500,40500,22,95.55,26
"home equity loan",90500,90500,90500,110000,110000,90500,90500,110000,110000,90500,90500,74000,60500,-33,32.50,94
"walgreens coupons",90500,90500,90500,90500,74000,110000,90500,90500,110000,90500,90500,110000,165000,82,1.39,93
"gmc dealer near me",90500,74000,90500,90500,90500,90500,90500,110000,110000,110000,110000,110000,110000,49,5.78,44
"vistaprint promo code",90500,60500,60500,110000,110000,110000,90500,90500,90500,74000,60500,74000,60500,0,1.44,100
"wmt stock",90500,74000,110000,74000,74000,90500,90500,74000,110000,74000,74000,135000,74000,0,1.47,0
"winter coats",90500,135000,74000,49500,18100,14800,14800,27100,49500,74000,201000,301000,165000,22,1.87,100
"tvix stock",90500,90500,74000,90500,74000,135000,74000,90500,165000,110000,110000,90500,74000,-18,8.63,0
"kitchen remodel",90500,90500,90500,90500,90500,90500,74000,90500,90500,90500,110000,110000,110000,22,6.97,100
"home depot promo code",90500,74000,74000,90500,90500,110000,90500,90500,74000,74000,74000,135000,110000,49,0.55,77
"dow jones stock market",90500,60500,40500,40500,33100,74000,33100,40500,550000,60500,60500,33100,90500,50,0.63,0
"green dress",90500,60500,74000,110000,110000,74000,60500,60500,60500,90500,110000,110000,90500,50,1.15,100
"real estate investing",90500,60500,60500,60500,60500,60500,74000,74000,110000,110000,110000,110000,135000,123,13.03,69
"hd stock",90500,90500,90500,90500,110000,90500,74000,90500,110000,90500,74000,135000,135000,49,4.11,0
"buy here pay here near me",90500,74000,110000,135000,90500,90500,90500,90500,110000,110000,90500,90500,74000,0,4.87,60
"csx stock",74000,90500,74000,60500,90500,74000,60500,110000,74000,60500,74000,49500,49500,-45,2.34,0
"xom stock price",74000,90500,90500,74000,90500,74000,74000,60500,74000,74000,90500,90500,90500,0,0.65,0
"wingstop promo code",74000,8100,40500,74000,60500,74000,74000,74000,90500,90500,90500,90500,110000,1258,0.85,5
backhoe,74000,90500,74000,90500,90500,74000,74000,74000,74000,74000,74000,74000,60500,-33,0.51,94
"affiliate marketing",74000,60500,49500,60500,49500,49500,49500,60500,74000,90500,90500,90500,90500,50,7.16,54
"mermaid wedding dress",74000,110000,90500,90500,74000,74000,74000,90500,90500,74000,74000,60500,60500,-45,0.35,100
"bob evans coupons",74000,90500,90500,74000,60500,74000,60500,60500,60500,60500,74000,74000,60500,-33,0.57,5
"fedex stock",74000,74000,49500,74000,49500,49500,90500,60500,60500,110000,74000,49500,135000,82,1.70,0
"wedding planner",74000,110000,74000,74000,74000,74000,74000,90500,90500,74000,74000,74000,90500,-18,3.63,100
"progressive quote",74000,49500,49500,60500,60500,49500,60500,74000,74000,74000,90500,90500,90500,83,7.92,45
"low carb bread",74000,110000,74000,74000,60500,60500,60500,60500,74000,74000,60500,60500,40500,-63,0.41,100
"trucks for sale near me",74000,60500,90500,74000,74000,74000,74000,90500,90500,74000,90500,74000,74000,22,2.14,91
"disney stock price",74000,49500,40500,60500,110000,135000,74000,74000,90500,49500,60500,135000,90500,83,3.62,1
"legal aid",74000,74000,74000,74000,74000,74000,74000,74000,90500,74000,74000,74000,60500,-18,2.98,48
"purple dress",74000,74000,74000,90500,110000,90500,60500,74000,74000,90500,110000,60500,40500,-45,0.88,100
"women's snow pants",74000,246000,135000,40500,5400,2900,1900,3600,6600,12100,40500,135000,246000,0,1.15,100
"united healthcare online",74000,74000,60500,74000,74000,60500,60500,74000,74000,60500,74000,60500,74000,0,16.36,40
"kirklands coupon",74000,90500,74000,90500,60500,74000,74000,60500,60500,60500,49500,90500,90500,0,0.28,94
"office supply store near me",74000,90500,60500,74000,74000,74000,74000,74000,90500,74000,74000,74000,74000,-18,1.62,59
"nugt stock",74000,60500,74000,74000,60500,60500,90500,90500,110000,90500,74000,74000,60500,0,6.02,2
"fb stock price",74000,90500,74000,74000,74000,60500,74000,90500,74000,49500,74000,74000,74000,-18,8.09,0
"burgundy dress",74000,74000,60500,60500,60500,60500,49500,60500,90500,110000,90500,74000,49500,-33,1.01,100
"flare jeans",74000,60500,60500,60500,49500,40500,40500,49500,90500,90500,90500,90500,90500,50,1.26,100
"sheath dress",74000,49500,60500,90500,110000,110000,90500,90500,90500,90500,90500,74000,74000,49,1.64,100
"reformation dresses",74000,33100,40500,60500,90500,74000,90500,90500,90500,74000,60500,74000,49500,50,0.79,100
"halter top",74000,60500,60500,90500,90500,110000,110000,110000,90500,60500,49500,49500,49500,-18,1.09,100
"tsla stock price",60500,40500,33100,40500,49500,110000,90500,74000,49500,40500,74000,74000,90500,123,3.39,0
"1920s mens fashion",60500,40500,40500,40500,33100,27100,22200,22200,27100,33100,60500,74000,368000,809,0.31,100
"stocks today",60500,90500,60500,60500,49500,74000,49500,49500,110000,60500,60500,49500,49500,-45,1.96,14
"craigslist cars for sale",60500,60500,74000,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,-18,1.25,24
"plus size leggings",60500,90500,49500,49500,49500,40500,40500,40500,40500,49500,90500,90500,90500,0,1.82,100
"bridal shops near me",60500,74000,74000,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,-33,1.85,92
"globe life insurance",60500,49500,49500,49500,49500,60500,60500,60500,60500,60500,74000,60500,60500,22,7.50,65
"carmax used cars",60500,201000,165000,201000,27100,27100,22200,22200,22200,14800,12100,12100,14800,-93,1.59,49
"coca cola stock",60500,60500,74000,49500,60500,60500,49500,60500,49500,49500,60500,49500,49500,-18,7.86,6
"beach dresses",60500,74000,74000,90500,74000,74000,90500,74000,49500,33100,27100,27100,33100,-55,1.35,100
"rachel roy",60500,90500,60500,49500,74000,74000,49500,49500,40500,40500,27100,60500,74000,-18,1.42,8
"columbia womens jacket",60500,110000,60500,60500,22200,18100,12100,12100,18100,22200,90500,165000,110000,0,1.36,100
"cmg stock",60500,49500,90500,60500,90500,49500,49500,74000,49500,60500,90500,60500,40500,-18,4.91,0
"bmw dealer near me",60500,49500,49500,60500,49500,60500,60500,74000,60500,60500,60500,60500,60500,22,7.51,23
"boys coats",60500,90500,40500,33100,8100,4400,2900,6600,14800,22200,135000,201000,110000,22,1.56,100
"planet fitness promo code",60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,90500,50,2.14,16
"used trucks",60500,74000,60500,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,-33,2.79,94
"infiniti dealership",60500,60500,60500,74000,60500,60500,60500,60500,60500,60500,60500,49500,40500,-33,9.06,32
"50s fashion",60500,40500,49500,49500,49500,49500,33100,40500,40500,90500,135000,49500,33100,-18,0.34,100
"paypal stock",60500,74000,60500,60500,74000,74000,60500,90500,60500,49500,74000,60500,60500,-18,4.38,0
"costco promo code",60500,33100,60500,60500,60500,60500,60500,60500,60500,49500,49500,110000,110000,232,2.98,6
"christmas dress",60500,8100,2400,1900,2400,2400,3600,6600,9900,22200,60500,301000,301000,3616,0.99,100
"vw credit",60500,74000,74000,74000,60500,60500,60500,60500,60500,60500,60500,60500,60500,-18,9.37,3
"gap insurance",60500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,0,7.22,53
"index funds",60500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,22,7.22,38
"jogger pants",60500,60500,49500,60500,49500,49500,40500,49500,60500,49500,74000,90500,74000,22,1.86,100
"dodge avenger",60500,60500,60500,74000,60500,74000,74000,60500,74000,60500,60500,49500,49500,-18,1.41,7
"banana nutrition",60500,90500,74000,90500,74000,74000,60500,60500,60500,60500,60500,49500,49500,-45,0.54,0
"prom dresses near me",60500,74000,110000,201000,201000,74000,18100,12100,14800,22200,18100,14800,18100,-76,0.64,100
"70s outfits",60500,40500,40500,40500,40500,40500,27100,27100,33100,110000,165000,49500,40500,0,0.47,100
"auto loan",60500,60500,60500,60500,60500,74000,60500,60500,60500,60500,60500,60500,49500,-18,15.50,90
"diet plan",49500,60500,49500,49500,49500,40500,40500,40500,49500,40500,40500,33100,40500,-33,3.74,98
"high rise jeans",49500,22200,18100,22200,22200,22200,27100,49500,74000,110000,90500,90500,90500,308,1.77,100
"rave outfits",49500,49500,49500,60500,60500,49500,40500,40500,49500,60500,60500,40500,40500,-18,0.70,100
"vw dealership",49500,49500,49500,49500,49500,49500,49500,60500,60500,49500,49500,40500,40500,-18,9.66,34
"loan places near me",49500,40500,33100,33100,40500,49500,49500,60500,60500,60500,49500,49500,60500,49,4.96,52
"turo promo code",49500,33100,40500,40500,40500,49500,49500,49500,49500,49500,60500,60500,60500,83,2.44,13
"zoom stock",49500,1000,1600,8100,201000,60500,74000,49500,22200,27100,27100,14800,27100,2610,3.83,1
"bmw 335i",49500,40500,49500,49500,49500,49500,49500,49500,60500,60500,49500,60500,49500,22,1.14,19
"subway nutrition",49500,74000,60500,74000,60500,60500,60500,60500,60500,49500,33100,27100,22200,-70,0.05,14
"cobra insurance",49500,60500,49500,49500,49500,40500,40500,40500,49500,49500,60500,49500,49500,-18,10.14,68
"keto pizza",49500,90500,60500,60500,49500,40500,49500,49500,49500,49500,49500,33100,27100,-70,0.50,100
"mexican dresses",49500,33100,33100,49500,60500,60500,49500,49500,49500,74000,49500,27100,18100,-45,0.41,100
"ubereats promo code",49500,40500,60500,49500,40500,40500,40500,40500,60500,40500,40500,40500,40500,0,2.72,18
"wba stock",49500,27100,27100,49500,110000,49500,40500,40500,40500,33100,33100,60500,40500,49,0.18,0
"1950s fashion",49500,40500,49500,49500,49500,60500,40500,40500,40500,60500,90500,49500,49500,22,0.44,100
"term life insurance",49500,49500,49500,49500,49500,49500,40500,49500,49500,40500,49500,49500,49500,0,30.34,91
"blue jeans",49500,40500,40500,49500,49500,49500,49500,49500,49500,49500,60500,60500,49500,22,2.14,100
"audi dealership near me",49500,27100,40500,49500,40500,49500,49500,60500,60500,49500,49500,49500,49500,83,8.48,31
"ayx stock",49500,27100,74000,49500,40500,40500,49500,40500,49500,49500,60500,49500,49500,83,2.50,0
"urban outfitters promo code",49500,40500,40500,40500,40500,33100,33100,49500,49500,40500,40500,60500,90500,123,1.02,61
"cadillac dealership",49500,49500,40500,49500,40500,49500,49500,49500,49500,49500,49500,40500,40500,-18,6.25,38
"kraft heinz stock",49500,22200,201000,90500,40500,40500,33100,27100,60500,33100,33100,33100,22200,0,8.23,0
"first communion dress",49500,74000,90500,135000,110000,40500,9900,9900,12100,18100,18100,14800,14800,-80,0.76,100
"macys prom dresses",49500,49500,74000,135000,135000,74000,18100,12100,9900,14800,12100,9900,9900,-80,0.27,100
soonercare,49500,49500,40500,40500,40500,40500,40500,40500,49500,60500,49500,49500,49500,0,2.09,3
"lincoln dealership",49500,40500,40500,40500,40500,49500,40500,49500,49500,49500,49500,49500,49500,22,4.73,31
"winter jacket",49500,74000,40500,27100,12100,9900,8100,14800,27100,40500,110000,165000,90500,22,2.24,100
indemnity,49500,49500,49500,49500,49500,49500,40500,40500,40500,49500,60500,60500,40500,-18,1.06,0
"white lace dress",49500,60500,60500,74000,90500,74000,49500,49500,49500,40500,40500,27100,22200,-63,1.06,100
"mens bathing suits",49500,40500,40500,60500,49500,74000,90500,90500,40500,14800,14800,22200,33100,-18,2.97,100
"oxy stock",49500,14800,14800,14800,40500,74000,40500,40500,60500,49500,49500,90500,90500,511,0.69,0
"off the shoulder sweater",49500,74000,49500,33100,12100,9900,8100,9900,22200,49500,90500,110000,110000,49,1.18,100
"boys winter coats",49500,90500,49500,33100,8100,3600,2900,8100,22200,40500,135000,165000,74000,-18,1.77,100
"white graduation dress",49500,22200,33100,74000,165000,201000,33100,8100,8100,8100,9900,9900,9900,-55,1.17,100
"ctl stock",49500,49500,74000,60500,49500,60500,49500,40500,49500,40500,40500,49500,33100,-33,0.59,0
"mommy and me outfits",49500,33100,49500,60500,74000,74000,49500,40500,33100,33100,40500,60500,40500,22,0.55,100
"yellow prom dresses",49500,110000,90500,90500,90500,49500,18100,14800,18100,27100,27100,22200,22200,-80,0.38,100
"tesla dealership",49500,33100,33100,49500,40500,49500,49500,49500,49500,49500,49500,60500,49500,50,5.72,8
"prom girl",49500,110000,90500,74000,74000,33100,14800,18100,27100,49500,33100,27100,22200,-80,0.22,21
"dodge charger for sale",40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,33100,-18,2.97,84
"contractors near me",40500,33100,33100,40500,40500,40500,40500,49500,40500,40500,40500,33100,33100,0,8.20,54
"yeti stock",40500,22200,40500,60500,60500,74000,40500,40500,40500,22200,27100,22200,27100,22,2.71,1
"great gatsby dresses",40500,33100,33100,27100,22200,18100,14800,14800,22200,40500,49500,60500,90500,173,0.69,100
"teen clothing",40500,40500,33100,40500,40500,40500,40500,49500,49500,33100,33100,74000,60500,49,1.22,100
"champion sweater",40500,40500,33100,33100,22200,22200,18100,22200,33100,33100,49500,60500,90500,123,0.77,100
"keto bread recipe",40500,60500,49500,49500,40500,33100,40500,40500,49500,49500,49500,40500,27100,-55,1.24,11
"maternity maxi dress",40500,33100,33100,49500,90500,74000,49500,33100,40500,33100,27100,22200,22200,-33,1.20,100
"silver dress",40500,40500,33100,40500,40500,33100,27100,33100,33100,40500,49500,49500,40500,0,0.99,100
"80s fashion women",40500,33100,33100,33100,33100,33100,27100,40500,40500,60500,90500,33100,33100,0,0.38,100
"little girls dresses",40500,40500,40500,49500,49500,49500,40500,33100,33100,33100,33100,49500,40500,0,1.07,100
"utx stock",40500,40500,40500,40500,49500,40500,60500,49500,40500,40500,49500,40500,40500,0,3.23,0
"1980s fashion",40500,40500,40500,40500,40500,49500,27100,40500,40500,60500,90500,40500,33100,-18,0.57,100
"wedding gowns",40500,49500,40500,40500,40500,40500,40500,40500,40500,33100,33100,27100,27100,-45,1.07,100
"reddit personal finance",40500,49500,40500,40500,40500,40500,40500,49500,40500,40500,40500,40500,40500,-18,18.35,4
"2016 nissan altima",40500,40500,40500,49500,40500,40500,40500,49500,49500,40500,40500,40500,33100,-18,4.07,26
"mens snow pants",40500,135000,60500,22200,2900,1300,880,1300,2400,5400,18100,74000,135000,0,1.38,100
"aesthetic clothes",40500,40500,40500,49500,40500,49500,49500,60500,40500,33100,33100,49500,40500,0,0.87,100
"newborn baby boy clothes",40500,49500,40500,40500,40500,49500,40500,40500,40500,40500,40500,40500,33100,-33,0.84,100
"volvo dealer near me",40500,27100,33100,40500,33100,33100,40500,49500,49500,40500,40500,40500,40500,49,7.35,33
"pontiac g6",40500,40500,40500,49500,49500,40500,40500,40500,49500,40500,40500,40500,33100,-18,0.67,4
"black denim jacket",40500,33100,33100,40500,33100,33100,27100,33100,40500,40500,60500,60500,60500,83,1.20,100
"high waisted bathing suits",40500,27100,33100,74000,74000,90500,74000,49500,18100,6600,5400,5400,8100,-70,1.90,100
"abbv stock",40500,33100,33100,27100,33100,27100,49500,60500,49500,40500,49500,60500,40500,22,1.75,0
"cute summer outfits",40500,22200,33100,49500,60500,90500,110000,74000,40500,18100,8100,9900,9900,-55,0.77,100
"pfizer stock price",40500,40500,40500,40500,40500,40500,40500,49500,49500,40500,40500,40500,40500,0,1.10,0
"best diet for weight loss",40500,74000,40500,40500,40500,49500,49500,33100,33100,40500,33100,27100,49500,-33,4.87,100
"forever 21 dresses",40500,33100,40500,40500,49500,60500,40500,40500,33100,33100,33100,33100,33100,0,0.32,100
"2016 toyota camry",40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,33100,27100,-33,3.80,27
"apple stock price today",40500,49500,33100,40500,40500,33100,27100,33100,33100,33100,40500,49500,49500,0,3.04,1
"geico insurance quote",40500,40500,40500,40500,33100,40500,40500,40500,49500,40500,40500,40500,33100,-18,10.78,48
"old navy dresses",40500,18100,22200,40500,60500,60500,60500,49500,40500,33100,22200,22200,18100,0,0.27,100
"fleece jacket",40500,60500,40500,33100,22200,22200,14800,18100,27100,40500,90500,90500,74000,22,1.92,100
"light blue dress",40500,40500,33100,49500,60500,49500,40500,49500,40500,49500,40500,27100,22200,-45,1.04,100
"capri pants",40500,27100,27100,49500,60500,74000,60500,49500,40500,22200,22200,18100,14800,-45,1.66,100
"distressed jeans",40500,33100,33100,49500,40500,40500,33100,40500,49500,40500,40500,40500,33100,0,1.28,100
"dow stock market",40500,165000,27100,27100,22200,33100,22200,22200,40500,27100,27100,22200,27100,-84,0.50,0
"mitsubishi dealer",40500,40500,33100,40500,40500,40500,40500,40500,49500,40500,40500,40500,33100,-18,4.66,17
"geico auto insurance",40500,33100,27100,33100,33100,49500,40500,40500,49500,49500,49500,40500,40500,22,10.24,44
"lockheed martin stock",40500,40500,40500,40500,49500,40500,40500,49500,49500,40500,49500,33100,40500,0,3.40,1
"vintage wedding dresses",40500,60500,49500,40500,33100,40500,40500,40500,40500,33100,33100,27100,27100,-55,0.58,100
"gucci sweatshirt",40500,60500,49500,40500,27100,27100,27100,27100,27100,27100,40500,49500,49500,-18,0.73,100
"chipotle coupons",40500,60500,49500,49500,40500,40500,40500,40500,40500,40500,49500,40500,40500,-33,0.58,7
"seel stock",40500,2400,4400,201000,74000,33100,27100,18100,18100,14800,12100,9900,22200,825,0.20,0
"bynd stock price",40500,1000,1000,1000,2400,90500,135000,74000,60500,27100,33100,33100,27100,2610,6.50,0
"canada goose coat",40500,90500,40500,27100,9900,6600,4400,6600,12100,14800,49500,110000,90500,0,1.72,100
"cadillac srx",40500,49500,49500,49500,49500,49500,40500,40500,40500,40500,40500,40500,33100,-33,1.93,18
"aetna medicare",33100,33100,27100,27100,27100,22200,22200,22200,27100,27100,60500,60500,49500,50,23.16,72
"cute outfits for girls",33100,33100,33100,40500,40500,33100,33100,49500,40500,27100,27100,33100,40500,22,0.72,100
"quinoa nutrition",33100,40500,33100,33100,33100,33100,33100,33100,27100,27100,27100,27100,22200,-45,0.18,4
"marketing strategy",33100,27100,27100,33100,33100,27100,22200,27100,27100,40500,40500,40500,33100,22,7.79,22
"used honda civic",33100,33100,33100,40500,33100,33100,33100,40500,40500,33100,33100,27100,27100,-18,4.86,77
"wm stock",33100,22200,27100,27100,40500,33100,40500,40500,33100,40500,40500,33100,22200,0,1.50,0
"carbs in blueberries",33100,49500,33100,40500,33100,33100,33100,40500,33100,27100,22200,18100,14800,-70,4.31,1
"liability insurance",33100,33100,27100,27100,33100,40500,27100,40500,40500,27100,27100,33100,40500,22,32.98,74
"fred loya insurance",33100,33100,33100,40500,33100,33100,33100,33100,40500,33100,33100,33100,33100,0,9.42,47
"bp stock price",33100,33100,33100,33100,33100,33100,33100,33100,40500,40500,40500,33100,33100,0,2.70,0
"the general quote",33100,90500,110000,90500,5400,3600,8100,27100,4400,3600,27100,3600,2900,-97,20.19,62
"boho clothing",33100,27100,33100,40500,40500,33100,33100,33100,33100,27100,22200,22200,18100,-33,1.06,100
